intervention,id_engagement_engin,victime,commune,categorie,id_engin,duree_engin_sur_intervention,heure,jour,,,,
8207987,2155,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,5337,3765,19,vendredi,,,,
4407988,2156,1,7EME ARRONDISSEMENT,SECOURS A PERSONNE,5338,1409,0,samedi,,,,
5057987,2157,1,6EME ARRONDISSEMENT,SECOURS A PERSONNE,5338,4209,10,vendredi,,,,
5317988,2158,1,18EME ARRONDISSEMENT,SECOURS A PERSONNE,5344,2090,18,vendredi,,,,
5607988,2159,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,5344,4034,4,samedi,,,,
1707988,2160,1,11EME ARRONDISSEMENT,SECOURS A PERSONNE,5345,7184,8,vendredi,,,,
4107988,2161,1,MONTREUIL,SECOURS A PERSONNE,5348,4324,17,vendredi,,,,
3427988,2162,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,5349,2329,2,samedi,,,,
407989,2163,1,11EME ARRONDISSEMENT,SECOURS A PERSONNE,5349,3389,11,vendredi,,,,
427988,2164,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,5350,3504,0,vendredi,,,,
7377987,2165,1,PERREUX-SUR-MARNE (LE),SECOURS A PERSONNE,5352,4696,17,vendredi,,,,
9147988,2166,1,NANTERRE,SECOURS A PERSONNE,5358,5057,20,vendredi,,,,
7507988,2167,1,BLANC-MESNIL (LE),ACCIDENT,5359,2897,18,vendredi,,,,
2297989,2168,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,5360,1559,0,samedi,,,,
5707987,2169,1,13EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,3251,12,vendredi,,,,
6137987,2170,0,15EME ARRONDISSEMENT,Autres,5365,79876,13,vendredi,,,,
2067989,2171,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,3680,3,samedi,,,,
6817989,2172,0,6EME ARRONDISSEMENT,Autres,68,3554,18,samedi,,,,
3277990,2173,1,RAINCY (LE),SECOURS A PERSONNE,102,4236,20,samedi,,,,
927991,2174,0,18EME ARRONDISSEMENT,Autres,133,3214,1,dimanche,,,,
5797989,2175,1,1ER ARRONDISSEMENT,SECOURS A PERSONNE,180,3506,15,samedi,,,,
9277990,2176,0,HAY-LES-ROSES (L'),ACCIDENT,395,2020,22,samedi,,,,
817991,2177,1,CACHAN,SECOURS A PERSONNE,409,3394,21,samedi,,,,
2777992,2178,0,BONDY,INCENDIE,496,18872,5,dimanche,,,,
9747989,2179,0,FONTENAY-SOUS-BOIS,Autres,515,1481,1,dimanche,,,,
237990,2180,0,SAINT-DENIS,ACCIDENT,610,3459,3,dimanche,,,,
8207990,2181,1,TREMBLAY-EN-FRANCE,SECOURS A PERSONNE,706,12042,8,samedi,,,,
757991,2182,0,9EME ARRONDISSEMENT,Autres,727,2274,20,samedi,,,,
5547990,2183,0,13EME ARRONDISSEMENT,Autres,763,1458,21,samedi,,,,
4377990,2184,0,SAINT-DENIS,Autres,1077,17217,18,samedi,,,,
7637989,2185,0,CLICHY,Autres,1279,446,20,samedi,,,,
8147990,2186,0,TREMBLAY-EN-FRANCE,ACCIDENT,1313,21,1,dimanche,,,,
1367990,2187,1,SAINT-DENIS,SECOURS A PERSONNE,1364,5758,22,samedi,,,,
6937989,2188,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,1430,1497,18,samedi,,,,
4177990,2189,0,19EME ARRONDISSEMENT,SECOURS A PERSONNE,1527,72,13,samedi,,,,
8777989,2190,0,EPINAY-SUR-SEINE,SECOURS A PERSONNE,1548,14,22,samedi,,,,
4287989,2191,0,NOISY-LE-GRAND,SECOURS A PERSONNE,1548,5,11,samedi,,,,
3767989,2192,0,ALFORTVILLE,ACCIDENT,1558,5,8,samedi,,,,
6557989,2193,1,ROISSY-EN-FRANCE,SECOURS A PERSONNE,1571,2487,17,samedi,,,,
5297990,2194,1,9EME ARRONDISSEMENT,SECOURS A PERSONNE,1677,5456,14,samedi,,,,
1507991,2195,0,20EME ARRONDISSEMENT,SECOURS A PERSONNE,2284,79911,9,samedi,,,,
8897990,2196,0,19EME ARRONDISSEMENT,Autres,2285,343,3,dimanche,,,,
4177990,2197,0,19EME ARRONDISSEMENT,SECOURS A PERSONNE,2285,3141,14,samedi,,,,
717991,2198,0,NANTERRE,SECOURS A PERSONNE,2288,4515,18,samedi,,,,
4007989,2199,0,CHATILLON,Autres,2292,79894,10,samedi,,,,
957991,2200,0,SAINT-DENIS,INCENDIE,2296,5790,2,dimanche,,,,
1207991,2201,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,2301,5476,19,samedi,,,,
1277991,2202,1,MONTREUIL,SECOURS A PERSONNE,2307,4741,18,samedi,,,,
5037989,2203,1,THIAIS,SECOURS A PERSONNE,2315,4377,13,samedi,,,,
5247989,2204,0,GENNEVILLIERS,ACCIDENT,2318,3013,13,samedi,,,,
3217990,2205,1,11EME ARRONDISSEMENT,SECOURS A PERSONNE,2321,4745,19,samedi,,,,
5457990,2206,0,MONTROUGE,Autres,2359,924,17,samedi,,,,
2197991,2207,1,BONDY,SECOURS A PERSONNE,2360,1485,2,dimanche,,,,
9167990,2208,0,16EME ARRONDISSEMENT,Autres,2367,79909,20,samedi,,,,
1827991,2209,0,17EME ARRONDISSEMENT,Autres,2385,40,17,samedi,,,,
677990,2210,1,3EME ARRONDISSEMENT,SECOURS A PERSONNE,2389,3021,4,dimanche,,,,
2097991,2211,1,SAINT-DENIS,SECOURS A PERSONNE,2391,1502,23,samedi,,,,
1037991,2212,1,1ER ARRONDISSEMENT,SECOURS A PERSONNE,2398,4111,4,dimanche,,,,
6077989,2213,1,VILLIERS-SUR-MARNE,SECOURS A PERSONNE,2403,3118,16,samedi,,,,
5817990,2214,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,2406,4141,10,samedi,,,,
9227990,2215,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,2407,3847,20,samedi,,,,
8337990,2216,0,13EME ARRONDISSEMENT,Autres,2426,1424,12,samedi,,,,
297991,2217,0,CRETEIL,INCENDIE,2447,3238,10,samedi,,,,
3297990,2218,1,BLANC-MESNIL (LE),SECOURS A PERSONNE,2461,3028,20,samedi,,,,
847991,2219,0,VINCENNES,SECOURS A PERSONNE,2489,1534,22,samedi,,,,
1827991,2220,0,17EME ARRONDISSEMENT,Autres,2500,60,17,samedi,,,,
6157990,2221,1,15EME ARRONDISSEMENT,ACCIDENT,2524,6513,10,samedi,,,,
6537989,2222,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,2551,5857,17,samedi,,,,
4077989,2223,1,7EME ARRONDISSEMENT,SECOURS A PERSONNE,2581,2677,10,samedi,,,,
807991,2224,1,7EME ARRONDISSEMENT,SECOURS A PERSONNE,2581,2442,21,samedi,,,,
8127990,2225,1,13EME ARRONDISSEMENT,SECOURS A PERSONNE,2582,1887,16,samedi,,,,
4997989,2226,1,KREMLIN-BICETRE (LE),SECOURS A PERSONNE,2582,2650,13,samedi,,,,
3697989,2227,1,18EME ARRONDISSEMENT,SECOURS A PERSONNE,2585,1853,8,samedi,,,,
3347990,2228,1,CHATILLON,SECOURS A PERSONNE,2587,2196,22,samedi,,,,
9577990,2229,0,13EME ARRONDISSEMENT,Autres,2587,2499,10,samedi,,,,
287990,2230,1,2EME ARRONDISSEMENT,SECOURS A PERSONNE,2599,3685,2,dimanche,,,,
6697989,2231,0,2EME ARRONDISSEMENT,Autres,2599,1446,18,samedi,,,,
9717989,2232,0,8EME ARRONDISSEMENT,Autres,2601,731,0,dimanche,,,,
7627990,2233,0,AULNAY-SOUS-BOIS,INCENDIE,2611,79907,17,samedi,,,,
7367990,2234,1,RUEIL-MALMAISON,SECOURS A PERSONNE,2618,2444,13,samedi,,,,
5397990,2235,1,MAISONS-ALFORT,SECOURS A PERSONNE,2622,2040,16,samedi,,,,
167990,2236,1,ALFORTVILLE,SECOURS A PERSONNE,2622,1964,2,dimanche,,,,
4747989,2237,1,DRANCY,SECOURS A PERSONNE,2623,3350,12,samedi,,,,
8407990,2238,1,CHAVILLE,SECOURS A PERSONNE,2935,2250,12,samedi,,,,
9237990,2239,1,CACHAN,SECOURS A PERSONNE,2939,4264,21,samedi,,,,
1057990,2240,0,5EME ARRONDISSEMENT,SECOURS A PERSONNE,2966,4057,13,samedi,,,,
2067990,2241,1,DRANCY,SECOURS A PERSONNE,2969,4152,11,samedi,,,,
2367991,2242,1,VITRY-SUR-SEINE,SECOURS A PERSONNE,2971,3288,6,dimanche,,,,
2837990,2243,1,VITRY-SUR-SEINE,SECOURS A PERSONNE,2971,5668,12,samedi,,,,
4147989,2244,1,11EME ARRONDISSEMENT,SECOURS A PERSONNE,2976,5095,10,samedi,,,,
5277989,2245,1,PUTEAUX,SECOURS A PERSONNE,2979,6531,13,samedi,,,,
8607989,2246,0,ROSNY-SOUS-BOIS,SECOURS A PERSONNE,2980,79898,22,samedi,,,,
7067989,2247,0,COURBEVOIE,SECOURS A PERSONNE,2991,72,18,samedi,,,,
6097990,2248,1,SURESNES,SECOURS A PERSONNE,2993,7343,8,samedi,,,,
7747989,2249,1,SURESNES,SECOURS A PERSONNE,2993,4933,20,samedi,,,,
5107990,2250,0,ASNIERES-SUR-SEINE,Autres,3642,1045,10,samedi,,,,
4717990,2251,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,3654,2186,19,samedi,,,,
3387990,2252,0,20EME ARRONDISSEMENT,SECOURS A PERSONNE,3723,2361,23,samedi,,,,
6567989,2253,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,3723,18238,17,samedi,,,,
5417989,2254,0,SAINT-DENIS,Autres,3741,1095,14,samedi,,,,
7977990,2255,0,IVRY-SUR-SEINE,SECOURS A PERSONNE,3746,79907,9,samedi,,,,
9337990,2256,1,LEVALLOIS-PERRET,ACCIDENT,3747,1420,1,dimanche,,,,
4037989,2257,1,MONTFERMEIL,SECOURS A PERSONNE,3749,3985,10,samedi,,,,
9307990,2258,1,MONTFERMEIL,SECOURS A PERSONNE,3749,2618,23,samedi,,,,
4647989,2259,1,VILLEJUIF,SECOURS A PERSONNE,3750,3775,11,samedi,,,,
1367991,2260,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,3755,4273,18,samedi,,,,
7847989,2261,1,VILLEPINTE,SECOURS A PERSONNE,3757,2698,20,samedi,,,,
3287990,2262,0,COURNEUVE (LA),Autres,3761,197,20,samedi,,,,
1027990,2263,1,MONTREUIL,SECOURS A PERSONNE,3767,3245,12,samedi,,,,
4007990,2264,1,JOINVILLE-LE-PONT,SECOURS A PERSONNE,3770,3674,9,samedi,,,,
4297989,2265,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,3776,3238,10,samedi,,,,
3607989,2266,0,MONTREUIL,Autres,3777,86,9,samedi,,,,
8627989,2267,1,SUCY-EN-BRIE,SECOURS A PERSONNE,3780,3826,22,samedi,,,,
7297990,2268,1,GAGNY,SECOURS A PERSONNE,3793,4049,11,samedi,,,,
5097989,2269,1,GENNEVILLIERS,SECOURS A PERSONNE,3797,1164,13,samedi,,,,
8647989,2270,0,MEUDON,SECOURS A PERSONNE,3800,3273,22,samedi,,,,
297991,2271,0,CRETEIL,INCENDIE,3806,5102,10,samedi,,,,
287991,2272,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,3830,3410,10,samedi,,,,
4037990,2273,1,VILLEJUIF,SECOURS A PERSONNE,3833,4041,10,samedi,,,,
127991,2274,1,VILLEJUIF,SECOURS A PERSONNE,3833,2842,2,dimanche,,,,
5227989,2275,0,19EME ARRONDISSEMENT,SECOURS A PERSONNE,3842,23,13,samedi,,,,
6867990,2276,0,13EME ARRONDISSEMENT,SECOURS A PERSONNE,3845,17,0,dimanche,,,,
107990,2277,0,COLOMBES,SECOURS A PERSONNE,3857,6,2,dimanche,,,,
1967990,2278,0,DRANCY,SECOURS A PERSONNE,3866,8,7,samedi,,,,
4137989,2279,0,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,3869,12,10,samedi,,,,
9977989,2280,0,COURNEUVE (LA),SECOURS A PERSONNE,3872,16,1,dimanche,,,,
8817989,2281,1,LEVALLOIS-PERRET,SECOURS A PERSONNE,3891,1898,22,samedi,,,,
5047989,2282,0,AUBERVILLIERS,Autres,3892,753,13,samedi,,,,
9487989,2283,1,AUBERVILLIERS,SECOURS A PERSONNE,3892,3102,0,dimanche,,,,
9937989,2284,1,IVRY-SUR-SEINE,SECOURS A PERSONNE,3897,2663,1,dimanche,,,,
3977989,2285,1,LIMEIL-BREVANNES,SECOURS A PERSONNE,3899,5905,10,samedi,,,,
7987989,2286,0,17EME ARRONDISSEMENT,Autres,3933,2048,20,samedi,,,,
6437989,2287,0,TREMBLAY-EN-FRANCE,INCENDIE,3974,3449,17,samedi,,,,
1297990,2288,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,3974,2563,20,samedi,,,,
2147991,2289,1,8EME ARRONDISSEMENT,SECOURS A PERSONNE,4005,3256,0,dimanche,,,,
5437989,2290,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,4005,2591,14,samedi,,,,
7997989,2291,1,MALAKOFF,SECOURS A PERSONNE,4007,3632,21,samedi,,,,
7407990,2292,1,ROSNY-SOUS-BOIS,SECOURS A PERSONNE,4008,1963,14,samedi,,,,
8377989,2293,1,NEUILLY-SUR-MARNE,INCENDIE,4008,3261,22,samedi,,,,
5537989,2294,1,NOISY-LE-SEC,SECOURS A PERSONNE,4041,5646,14,samedi,,,,
3677990,2295,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,4042,1881,16,samedi,,,,
5937989,2296,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,4044,5173,15,samedi,,,,
4177990,2297,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,4044,7090,13,samedi,,,,
9597990,2298,1,10EME ARRONDISSEMENT,ACCIDENT,4045,3668,10,samedi,,,,
4577991,2299,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,4045,2902,5,dimanche,,,,
8387990,2300,1,RUNGIS,SECOURS A PERSONNE,4051,7255,13,samedi,,,,
4977989,2301,1,PIERREFITTE-SUR-SEINE,SECOURS A PERSONNE,4052,3039,12,samedi,,,,
3437990,2302,1,PLESSIS-ROBINSON (LE),SECOURS A PERSONNE,4054,4169,1,dimanche,,,,
2107990,2303,0,LEVALLOIS-PERRET,SECOURS A PERSONNE,4056,4669,14,samedi,,,,
4827990,2304,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,4065,3421,18,samedi,,,,
7807989,2305,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,4066,4405,20,samedi,,,,
3627989,2306,1,11EME ARRONDISSEMENT,SECOURS A PERSONNE,4066,1677,8,samedi,,,,
7207990,2307,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,4068,2197,10,samedi,,,,
7857990,2308,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,4081,3445,23,samedi,,,,
6777989,2309,1,SAINT-DENIS,SECOURS A PERSONNE,4203,3897,18,samedi,,,,
3867990,2310,1,SAINT-DENIS,SECOURS A PERSONNE,4203,2701,2,dimanche,,,,
9097990,2311,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,4204,6771,18,samedi,,,,
4837990,2312,1,CHOISY-LE-ROI,SECOURS A PERSONNE,4207,6649,21,samedi,,,,
5117990,2313,1,ABLON-SUR-SEINE,SECOURS A PERSONNE,4207,6780,11,samedi,,,,
2317991,2314,1,18EME ARRONDISSEMENT,SECOURS A PERSONNE,4208,4191,22,samedi,,,,
5687989,2315,0,ALFORTVILLE,Autres,4212,1464,15,samedi,,,,
777991,2316,1,GENTILLY,SECOURS A PERSONNE,4217,5375,20,samedi,,,,
4427990,2317,1,SEVRAN,SECOURS A PERSONNE,4231,8368,19,samedi,,,,
3717990,2318,1,VILLEPINTE,SECOURS A PERSONNE,4231,7409,22,samedi,,,,
8607990,2319,0,10EME ARRONDISSEMENT,SECOURS A PERSONNE,4232,79908,17,samedi,,,,
987991,2320,1,ANTONY,SECOURS A PERSONNE,4239,1816,2,dimanche,,,,
3097992,2321,0,PUTEAUX,INCENDIE,4251,3085,6,dimanche,,,,
2137991,2322,0,SAINT-CLOUD,Autres,4287,293,0,dimanche,,,,
5137990,2323,0,15EME ARRONDISSEMENT,INCENDIE,4323,13733,11,samedi,,,,
1727990,2324,0,KREMLIN-BICETRE (LE),Autres,4600,116,18,samedi,,,,
5057985,2325,0,AUBERVILLIERS,INCENDIE,4655,6982,7,jeudi,,,,
9277990,2326,1,HAY-LES-ROSES (L'),ACCIDENT,4695,4654,22,samedi,,,,
1147991,2327,0,FONTENAY-AUX-ROSES,Autres,4742,17261,10,samedi,,,,
5337989,2328,0,1ER ARRONDISSEMENT,SECOURS A PERSONNE,4961,79895,14,samedi,,,,
8367989,2329,1,CHARENTON-LE-PONT,SECOURS A PERSONNE,4963,4283,22,samedi,,,,
6327989,2330,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,4965,3265,17,samedi,,,,
4547990,2331,1,PANTIN,SECOURS A PERSONNE,4965,6659,21,samedi,,,,
1837992,2332,1,19EME ARRONDISSEMENT,ACCIDENT,5005,6143,5,dimanche,,,,
6837990,2333,0,AULNAY-SOUS-BOIS,ACCIDENT,5006,2167,23,samedi,,,,
7817989,2334,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,5084,2237,20,samedi,,,,
5077989,2335,1,18EME ARRONDISSEMENT,SECOURS A PERSONNE,5084,2324,13,samedi,,,,
9387989,2336,1,CHAMPIGNY-SUR-MARNE,SECOURS A PERSONNE,5087,4251,23,samedi,,,,
6127990,2337,1,ASNIERES-SUR-SEINE,SECOURS A PERSONNE,5089,4254,9,samedi,,,,
3077990,2338,0,15EME ARRONDISSEMENT,INCENDIE,5094,2080,17,samedi,,,,
5947990,2339,1,17EME ARRONDISSEMENT,ACCIDENT,5097,3731,1,dimanche,,,,
7137990,2340,0,17EME ARRONDISSEMENT,Autres,5099,14677,7,samedi,,,,
7047990,2341,1,MEUDON,SECOURS A PERSONNE,5137,2543,19,samedi,,,,
2447990,2342,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,5144,3853,10,samedi,,,,
547990,2343,1,SAINT-OUEN,SECOURS A PERSONNE,5145,2320,3,dimanche,,,,
2627990,2344,1,SAINT-DENIS,SECOURS A PERSONNE,5145,3028,7,samedi,,,,
4837989,2345,1,DUGNY,SECOURS A PERSONNE,5146,3857,12,samedi,,,,
8037990,2346,1,SAINT-DENIS,SECOURS A PERSONNE,5146,2876,2,dimanche,,,,
8737989,2347,1,2EME ARRONDISSEMENT,SECOURS A PERSONNE,5149,3883,22,samedi,,,,
1557990,2348,0,9EME ARRONDISSEMENT,Autres,5150,7880,10,samedi,,,,
427991,2349,0,PIERREFITTE-SUR-SEINE,Autres,5157,824,12,samedi,,,,
5627990,2350,0,10EME ARRONDISSEMENT,INCENDIE,5164,2512,22,samedi,,,,
5427990,2351,1,CHAVILLE,SECOURS A PERSONNE,5176,5330,17,samedi,,,,
5167989,2352,0,13EME ARRONDISSEMENT,Autres,5178,1614,13,samedi,,,,
1697990,2353,1,MONTREUIL,SECOURS A PERSONNE,5179,3821,16,samedi,,,,
8297990,2354,0,MONTREUIL,SECOURS A PERSONNE,5179,79908,10,samedi,,,,
1857992,2355,1,MONTREUIL,SECOURS A PERSONNE,5179,85,6,dimanche,,,,
477991,2356,0,18EME ARRONDISSEMENT,Autres,5195,1910,15,samedi,,,,
8097990,2357,0,1ER ARRONDISSEMENT,Autres,5208,2536,14,samedi,,,,
1517990,2358,0,2EME ARRONDISSEMENT,Autres,5208,1001,4,dimanche,,,,
7357989,2359,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5209,3734,19,samedi,,,,
157991,2360,1,TREMBLAY-EN-FRANCE,SECOURS A PERSONNE,5216,4791,18,samedi,,,,
9817989,2361,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,5216,3904,1,dimanche,,,,
4967989,2362,1,PANTIN,SECOURS A PERSONNE,5219,2327,12,samedi,,,,
5737990,2363,1,BOBIGNY,SECOURS A PERSONNE,5219,1619,2,dimanche,,,,
8227990,2364,1,ORLY,SECOURS A PERSONNE,5221,6613,9,samedi,,,,
7457989,2365,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5224,5966,19,samedi,,,,
927990,2366,1,13EME ARRONDISSEMENT,SECOURS A PERSONNE,5224,3325,8,samedi,,,,
9507989,2367,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,5226,4564,0,dimanche,,,,
9107990,2368,0,COLOMBES,INCENDIE,5251,2542,19,samedi,,,,
5057985,2369,0,AUBERVILLIERS,INCENDIE,5252,3143,15,jeudi,,,,
6017991,2370,0,4EME ARRONDISSEMENT,Autres,5255,6190,5,dimanche,,,,
2757990,2371,0,VITRY-SUR-SEINE,Autres,5277,869,10,samedi,,,,
3877990,2372,1,SAINT-MAUR-DES-FOSSES,SECOURS A PERSONNE,5289,2348,3,dimanche,,,,
3117990,2373,1,SAINT-MAUR-DES-FOSSES,SECOURS A PERSONNE,5289,1781,18,samedi,,,,
8987989,2374,1,9EME ARRONDISSEMENT,SECOURS A PERSONNE,5293,2112,23,samedi,,,,
5517990,2375,1,18EME ARRONDISSEMENT,SECOURS A PERSONNE,5301,3427,19,samedi,,,,
4297990,2376,1,ASNIERES-SUR-SEINE,SECOURS A PERSONNE,5303,5530,17,samedi,,,,
2917992,2377,1,SAINT-MAUR-DES-FOSSES,SECOURS A PERSONNE,5305,2840,5,dimanche,,,,
547991,2378,0,16EME ARRONDISSEMENT,SECOURS A PERSONNE,5306,3301,16,samedi,,,,
1527990,2379,1,GARCHES,SECOURS A PERSONNE,5330,3031,9,samedi,,,,
4707989,2380,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,5331,3116,12,samedi,,,,
7257990,2381,1,DRANCY,SECOURS A PERSONNE,5337,3606,11,samedi,,,,
8807990,2382,1,BOURGET (LE),SECOURS A PERSONNE,5337,4146,23,samedi,,,,
9067990,2383,1,6EME ARRONDISSEMENT,SECOURS A PERSONNE,5338,1464,15,samedi,,,,
1677991,2384,0,18EME ARRONDISSEMENT,SECOURS A PERSONNE,5344,3372,14,samedi,,,,
7797990,2385,1,18EME ARRONDISSEMENT,SECOURS A PERSONNE,5344,1589,21,samedi,,,,
8227989,2386,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,5345,4426,21,samedi,,,,
7567990,2387,1,11EME ARRONDISSEMENT,ACCIDENT,5345,3141,16,samedi,,,,
6127989,2388,0,COURNEUVE (LA),Autres,5348,1646,16,samedi,,,,
3107990,2389,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,5349,2435,18,samedi,,,,
4387990,2390,1,1ER ARRONDISSEMENT,SECOURS A PERSONNE,5350,2975,18,samedi,,,,
5567990,2391,1,BRY-SUR-MARNE,SECOURS A PERSONNE,5352,3517,21,samedi,,,,
9997990,2392,0,CHAMPIGNY-SUR-MARNE,Autres,5355,1894,18,samedi,,,,
717991,2393,1,NANTERRE,SECOURS A PERSONNE,5358,3595,19,samedi,,,,
3457989,2394,1,DRANCY,SECOURS A PERSONNE,5359,5897,7,samedi,,,,
9657989,2395,1,DRANCY,SECOURS A PERSONNE,5359,4458,0,dimanche,,,,
3567989,2396,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,5360,5158,7,samedi,,,,
6827989,2397,1,VILLENEUVE-LA-GARENNE,ACCIDENT,5363,6409,18,samedi,,,,
2927992,2398,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,1454,5,dimanche,,,,
1617991,2399,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,2024,11,samedi,,,,
1787992,2400,1,13EME ARRONDISSEMENT,ACCIDENT,33,5690,16,dimanche,,,,
3467992,2401,0,BONDY,Autres,90,922,9,dimanche,,,,
5877991,2402,1,LIVRY-GARGAN,SECOURS A PERSONNE,102,3126,23,dimanche,,,,
9767992,2403,0,CHOISY-LE-ROI,Autres,103,71,8,dimanche,,,,
2427991,2404,0,NEUILLY-SUR-SEINE,Autres,481,899,9,dimanche,,,,
5297992,2405,1,NEUILLY-SUR-SEINE,SECOURS A PERSONNE,484,4157,15,dimanche,,,,
9447991,2406,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,673,2422,19,dimanche,,,,
5317992,2407,0,COLOMBES,SECOURS A PERSONNE,755,6359,16,dimanche,,,,
4617992,2408,0,10EME ARRONDISSEMENT,SECOURS A PERSONNE,1102,6762,14,dimanche,,,,
6087991,2409,0,13EME ARRONDISSEMENT,SECOURS A PERSONNE,1282,10270,9,dimanche,,,,
8037991,2410,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,1294,848,21,dimanche,,,,
7867992,2411,1,VANVES,SECOURS A PERSONNE,1294,1229,22,dimanche,,,,
5117991,2412,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,1442,5050,18,dimanche,,,,
6617991,2413,0,20EME ARRONDISSEMENT,SECOURS A PERSONNE,1527,5,16,dimanche,,,,
4897992,2414,0,TREMBLAY-EN-FRANCE,SECOURS A PERSONNE,1548,5,15,dimanche,,,,
5107991,2415,0,GAGNY,SECOURS A PERSONNE,1548,6,18,dimanche,,,,
5697991,2416,0,BOISSY-SAINT-LEGER,SECOURS A PERSONNE,1558,14,14,dimanche,,,,
9757992,2417,1,TREMBLAY-EN-FRANCE,SECOURS A PERSONNE,1570,3376,8,dimanche,,,,
7267992,2418,0,15EME ARRONDISSEMENT,INCENDIE,1658,8274,21,dimanche,,,,
1047992,2419,0,19EME ARRONDISSEMENT,Autres,2115,15,20,dimanche,,,,
637992,2420,0,PANTIN,Autres,2281,1096,22,dimanche,,,,
6537991,2421,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,2284,1525,18,dimanche,,,,
937992,2422,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,2285,3915,17,dimanche,,,,
2107992,2423,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,2286,4079,13,dimanche,,,,
5927988,2424,0,GENNEVILLIERS,ACCIDENT,2291,79885,19,vendredi,,,,
7057991,2425,0,9EME ARRONDISSEMENT,Autres,2303,1444,13,dimanche,,,,
4437991,2426,1,SAINT-MANDE,ACCIDENT,2317,4678,12,dimanche,,,,
9187991,2427,1,MANDRES-LES-ROSES,SECOURS A PERSONNE,2320,4130,13,dimanche,,,,
1467992,2428,1,4EME ARRONDISSEMENT,SECOURS A PERSONNE,2321,4288,10,dimanche,,,,
5417992,2429,1,CHOISY-LE-ROI,SECOURS A PERSONNE,2361,4672,16,dimanche,,,,
3217991,2430,0,ASNIERES-SUR-SEINE,Autres,2365,2076,20,dimanche,,,,
3847991,2431,1,VILLIERS-SUR-MARNE,SECOURS A PERSONNE,2403,3768,13,dimanche,,,,
6837992,2432,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,2406,3082,20,dimanche,,,,
6707991,2433,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,2407,3232,16,dimanche,,,,
7017991,2434,0,VILLEJUIF,Autres,2429,79917,12,dimanche,,,,
6377992,2435,1,COURNEUVE (LA),SECOURS A PERSONNE,2461,4894,18,dimanche,,,,
7457991,2436,0,FONTENAY-SOUS-BOIS,INCENDIE,2489,1925,21,dimanche,,,,
8517992,2437,0,ANTONY,SECOURS A PERSONNE,2497,2643,23,dimanche,,,,
9037991,2438,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,2524,5381,10,dimanche,,,,
7637992,2439,0,NEUILLY-SUR-MARNE,Autres,2537,96,21,dimanche,,,,
5147991,2440,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,2551,4916,19,dimanche,,,,
