intervention,id_engagement_engin,victime,commune,categorie,id_engin,duree_engin_sur_intervention,heure,jour,,,,
9597983,7035,1,IVRY-SUR-SEINE,SECOURS A PERSONNE,33,4840,14,mercredi,,,,
2837984,7036,1,13EME ARRONDISSEMENT,SECOURS A PERSONNE,2319,5510,14,mercredi,,,,
8917983,7037,1,7EME ARRONDISSEMENT,SECOURS A PERSONNE,2617,3020,13,mercredi,,,,
9617983,7038,0,MEUDON,Autres,4901,2698,14,mercredi,,,,
3807984,7039,1,BOBIGNY,SECOURS A PERSONNE,2281,5946,16,mercredi,,,,
9077983,7040,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,4002,5954,13,mercredi,,,,
9997984,7041,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,3830,2204,15,mercredi,,,,
3467984,7042,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,3832,4683,15,mercredi,,,,
3817984,7043,0,SAINT-DENIS,Autres,4687,4594,16,mercredi,,,,
67985,7044,1,PLESSIS-TREVISE (LE),SECOURS A PERSONNE,2447,8994,16,mercredi,,,,
3617984,7045,1,SUCY-EN-BRIE,SECOURS A PERSONNE,3780,5292,15,mercredi,,,,
1827985,7046,1,VILLEJUIF,SECOURS A PERSONNE,3833,3909,16,mercredi,,,,
1697984,7047,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,2524,3608,15,mercredi,,,,
9097983,7048,1,BOULOGNE-BILLANCOURT,SECOURS A PERSONNE,2935,4760,14,mercredi,,,,
3087984,7049,0,5EME ARRONDISSEMENT,SECOURS A PERSONNE,3746,7735,14,mercredi,,,,
1147985,7050,1,LIVRY-GARGAN,SECOURS A PERSONNE,3776,6364,15,mercredi,,,,
9097983,7051,0,BOULOGNE-BILLANCOURT,SECOURS A PERSONNE,1538,85,14,mercredi,,,,
3197985,7052,0,ASNIERES-SUR-SEINE,SECOURS A PERSONNE,3857,4,15,mercredi,,,,
9307983,7053,0,9EME ARRONDISSEMENT,SECOURS A PERSONNE,1527,7028,14,mercredi,,,,
3697984,7054,0,SEVRAN,SECOURS A PERSONNE,1548,11,16,mercredi,,,,
3917982,7055,0,CLICHY,INCENDIE,5096,11204,18,mercredi,,,,
9647984,7056,0,13EME ARRONDISSEMENT,INCENDIE,5178,1641,18,mercredi,,,,
1287985,7057,1,ISSY-LES-MOULINEAUX,SECOURS A PERSONNE,5176,3652,18,mercredi,,,,
2947985,7058,0,BLANC-MESNIL (LE),ACCIDENT,5359,2663,18,mercredi,,,,
1947985,7059,0,MONTREUIL,SECOURS A PERSONNE,5352,79851,19,mercredi,,,,
1947985,7060,1,MONTREUIL,SECOURS A PERSONNE,5352,5791,19,mercredi,,,,
4787984,7061,1,IVRY-SUR-SEINE,SECOURS A PERSONNE,5178,3684,19,mercredi,,,,
897985,7062,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5209,3245,19,mercredi,,,,
5457984,7063,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,1507,20,mercredi,,,,
5507984,7064,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,5141,1452,20,mercredi,,,,
957985,7065,1,9EME ARRONDISSEMENT,SECOURS A PERSONNE,5293,2519,21,mercredi,,,,
2527985,7066,0,16EME ARRONDISSEMENT,Autres,5306,1126,21,mercredi,,,,
5657984,7067,1,ASNIERES-SUR-SEINE,SECOURS A PERSONNE,5089,3293,21,mercredi,,,,
2117985,7068,0,16EME ARRONDISSEMENT,SECOURS A PERSONNE,5254,2094,22,mercredi,,,,
6337984,7069,1,CRETEIL,SECOURS A PERSONNE,5305,3064,22,mercredi,,,,
2147985,7070,0,CLICHY,Autres,5097,2557,22,mercredi,,,,
6517984,7071,1,7EME ARRONDISSEMENT,SECOURS A PERSONNE,5223,3078,22,mercredi,,,,
9347984,7072,1,SAINT-CLOUD,SECOURS A PERSONNE,5330,7373,0,jeudi,,,,
2177985,7073,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,5337,3068,0,mercredi,,,,
6947984,7074,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,2339,0,jeudi,,,,
1047985,7075,1,COLOMBES,ACCIDENT,5089,6679,0,jeudi,,,,
427985,7076,1,NEUILLY-SUR-MARNE,SECOURS A PERSONNE,5352,4883,2,jeudi,,,,
3167985,7077,0,16EME ARRONDISSEMENT,Autres,5249,1870,2,jeudi,,,,
9987984,7078,1,18EME ARRONDISSEMENT,SECOURS A PERSONNE,5293,2327,2,jeudi,,,,
7557984,7079,1,ROMAINVILLE,SECOURS A PERSONNE,5348,3371,2,jeudi,,,,
3927985,7080,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,2861,6,jeudi,,,,
3967985,7081,1,COURNEUVE (LA),SECOURS A PERSONNE,5146,1986,6,jeudi,,,,
3917982,7082,0,CLICHY,INCENDIE,5326,8081,6,mercredi,,,,
4017985,7083,0,10EME ARRONDISSEMENT,INCENDIE,5246,3872,6,jeudi,,,,
4037985,7084,1,ANTONY,SECOURS A PERSONNE,4239,6174,7,jeudi,,,,
4167984,7085,1,ANTONY,SECOURS A PERSONNE,3658,2607,17,mercredi,,,,
4797984,7086,0,SURESNES,Autres,4251,2878,19,mercredi,,,,
1537985,7087,1,ASNIERES-SUR-SEINE,SECOURS A PERSONNE,3642,4764,0,jeudi,,,,
1097985,7088,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,4042,8522,0,jeudi,,,,
2717985,7089,1,15EME ARRONDISSEMENT,ACCIDENT,4042,5486,17,mercredi,,,,
4737984,7090,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,4044,2304,19,mercredi,,,,
7757985,7091,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,4965,3431,6,jeudi,,,,
6957984,7092,1,8EME ARRONDISSEMENT,SECOURS A PERSONNE,4064,5339,0,jeudi,,,,
9497984,7093,1,VITRY-SUR-SEINE,SECOURS A PERSONNE,2971,4144,0,jeudi,,,,
1077985,7094,1,BONDY,SECOURS A PERSONNE,4041,2612,1,jeudi,,,,
2947985,7095,0,BLANC-MESNIL (LE),ACCIDENT,4597,3673,18,mercredi,,,,
3027985,7096,1,7EME ARRONDISSEMENT,ACCIDENT,2581,4347,20,mercredi,,,,
2397985,7097,1,7EME ARRONDISSEMENT,SECOURS A PERSONNE,2581,5471,18,mercredi,,,,
6857984,7098,0,8EME ARRONDISSEMENT,Autres,2581,1698,23,mercredi,,,,
7777984,7099,1,8EME ARRONDISSEMENT,SECOURS A PERSONNE,2581,2741,4,jeudi,,,,
4637984,7100,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,4232,6450,18,mercredi,,,,
6327984,7101,1,ORLY,SECOURS A PERSONNE,4207,5744,22,mercredi,,,,
7877984,7102,1,ISSY-LES-MOULINEAUX,SECOURS A PERSONNE,4007,4037,4,jeudi,,,,
9787984,7103,1,CLAMART,Autres,4007,1674,21,mercredi,,,,
6287984,7104,1,BOURGET (LE),SECOURS A PERSONNE,2969,2336,22,mercredi,,,,
1997985,7105,1,DRANCY,SECOURS A PERSONNE,2969,6741,19,mercredi,,,,
4887984,7106,0,ASNIERES-SUR-SEINE,Autres,2291,4268,19,mercredi,,,,
2087985,7107,0,GENNEVILLIERS,INCENDIE,2291,4786,21,mercredi,,,,
6627984,7108,0,STAINS,Autres,2391,2583,23,mercredi,,,,
967985,7109,0,10EME ARRONDISSEMENT,SECOURS A PERSONNE,2424,2993,21,mercredi,,,,
4277984,7110,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,5084,2454,17,mercredi,,,,
637985,7111,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,5005,10130,2,jeudi,,,,
1607985,7112,1,MONTFERMEIL,SECOURS A PERSONNE,4231,2695,3,jeudi,,,,
9707984,7113,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,4212,5772,19,mercredi,,,,
9647984,7114,0,13EME ARRONDISSEMENT,INCENDIE,1244,1978,18,mercredi,,,,
9927984,7115,1,13EME ARRONDISSEMENT,SECOURS A PERSONNE,2582,3788,17,mercredi,,,,
1447985,7116,0,20EME ARRONDISSEMENT,Autres,3977,2450,21,mercredi,,,,
2107985,7117,0,ROMAINVILLE,Autres,3977,1974,22,mercredi,,,,
3277985,7118,0,19EME ARRONDISSEMENT,ACCIDENT,3723,4762,17,mercredi,,,,
2257985,7119,0,19EME ARRONDISSEMENT,Autres,3740,79852,17,mercredi,,,,
6277984,7120,1,NANTERRE,SECOURS A PERSONNE,3794,3772,22,mercredi,,,,
4397984,7121,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,4963,4962,18,mercredi,,,,
7257985,7122,1,PERREUX-SUR-MARNE (LE),SECOURS A PERSONNE,3748,4888,6,jeudi,,,,
4307984,7123,1,PERREUX-SUR-MARNE (LE),SECOURS A PERSONNE,3748,8161,17,mercredi,,,,
8927984,7124,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,4002,3046,21,mercredi,,,,
6417984,7125,0,20EME ARRONDISSEMENT,Autres,2286,1533,22,mercredi,,,,
407985,7126,1,STAINS,SECOURS A PERSONNE,3761,2177,1,jeudi,,,,
7077984,7127,0,CLAMART,SECOURS A PERSONNE,2282,6572,1,jeudi,,,,
517985,7128,0,5EME ARRONDISSEMENT,SECOURS A PERSONNE,4068,1479,20,mercredi,,,,
6707984,7129,1,13EME ARRONDISSEMENT,SECOURS A PERSONNE,4068,1344,23,mercredi,,,,
4797984,7130,0,SURESNES,Autres,1246,2472,19,mercredi,,,,
2547985,7131,1,LIMEIL-BREVANNES,SECOURS A PERSONNE,2322,2713,21,mercredi,,,,
6457985,7132,1,PUTEAUX,SECOURS A PERSONNE,2993,5597,7,jeudi,,,,
9297984,7133,0,SAINT-MAUR-DES-FOSSES,SECOURS A PERSONNE,2447,79849,22,mercredi,,,,
8647984,7134,1,SAINT-MAUR-DES-FOSSES,SECOURS A PERSONNE,3798,2141,18,mercredi,,,,
3577985,7135,1,4EME ARRONDISSEMENT,ACCIDENT,2976,3912,20,mercredi,,,,
8827984,7136,0,VILLIERS-SUR-MARNE,SECOURS A PERSONNE,3780,79848,23,mercredi,,,,
4467984,7137,0,ROSNY-SOUS-BOIS,Autres,4650,1409,18,mercredi,,,,
8357984,7138,1,NOISY-LE-SEC,ACCIDENT,3793,7999,17,mercredi,,,,
9327984,7139,1,PERREUX-SUR-MARNE (LE),SECOURS A PERSONNE,3736,4638,23,mercredi,,,,
4727984,7140,1,MONTREUIL,SECOURS A PERSONNE,3777,4531,18,mercredi,,,,
3957985,7141,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,2524,2628,6,jeudi,,,,
8147984,7142,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,2935,4252,1,jeudi,,,,
117985,7143,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,2551,4367,17,mercredi,,,,
4217984,7144,1,ROSNY-SOUS-BOIS,SECOURS A PERSONNE,4049,6427,17,mercredi,,,,
1657985,7145,1,LIVRY-GARGAN,SECOURS A PERSONNE,3749,2744,18,mercredi,,,,
3987984,7146,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,3776,4201,17,mercredi,,,,
2487985,7147,1,3EME ARRONDISSEMENT,SECOURS A PERSONNE,2398,3154,20,mercredi,,,,
5757984,7148,0,ORLY,Autres,103,702,21,mercredi,,,,
1907985,7149,1,THIAIS,SECOURS A PERSONNE,4221,6741,17,mercredi,,,,
9777984,7150,0,12EME ARRONDISSEMENT,Autres,606,4870,20,mercredi,,,,
5717984,7151,0,DRANCY,SECOURS A PERSONNE,1548,654,21,mercredi,,,,
3107985,7152,0,14EME ARRONDISSEMENT,SECOURS A PERSONNE,3836,8,22,mercredi,,,,
637985,7153,0,10EME ARRONDISSEMENT,SECOURS A PERSONNE,1527,33,3,jeudi,,,,
3717985,7154,0,14EME ARRONDISSEMENT,SECOURS A PERSONNE,3882,121,0,jeudi,,,,
6707985,7155,0,17EME ARRONDISSEMENT,SECOURS A PERSONNE,3836,7,5,jeudi,,,,
4237985,7156,1,COURNEUVE (LA),SECOURS A PERSONNE,5146,3751,7,jeudi,,,,
5877985,7157,1,VILLIERS-SUR-MARNE,SECOURS A PERSONNE,5289,4766,9,jeudi,,,,
7827985,7158,0,7EME ARRONDISSEMENT,Autres,5193,1670,9,jeudi,,,,
4847985,7159,1,ISSY-LES-MOULINEAUX,SECOURS A PERSONNE,5331,3743,9,jeudi,,,,
4917985,7160,0,12EME ARRONDISSEMENT,ACCIDENT,5355,3531,10,jeudi,,,,
6377985,7161,0,11EME ARRONDISSEMENT,Autres,5091,3828,10,jeudi,,,,
7857985,7162,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,5218,3652,10,jeudi,,,,
7887985,7163,1,COURNEUVE (LA),SECOURS A PERSONNE,5146,1972,10,jeudi,,,,
5467985,7164,0,5EME ARRONDISSEMENT,SECOURS A PERSONNE,5209,2499,11,jeudi,,,,
7357985,7165,1,1ER ARRONDISSEMENT,ACCIDENT,5149,6869,11,jeudi,,,,
9777985,7166,0,COURNEUVE (LA),Autres,5141,1949,11,jeudi,,,,
8097985,7167,1,COURNEUVE (LA),SECOURS A PERSONNE,5359,4351,12,jeudi,,,,
8197985,7168,0,17EME ARRONDISSEMENT,Autres,5247,1762,12,jeudi,,,,
717986,7169,1,SAINT-CLOUD,ACCIDENT,5330,6912,12,jeudi,,,,
9957985,7170,1,6EME ARRONDISSEMENT,SECOURS A PERSONNE,5149,1901,13,jeudi,,,,
8777985,7171,1,AUBERVILLIERS,SECOURS A PERSONNE,5359,6832,13,jeudi,,,,
8357985,7172,0,SAINT-MANDE,SECOURS A PERSONNE,5227,2101,13,jeudi,,,,
8907985,7173,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,5209,5867,13,jeudi,,,,
587986,7174,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,4065,2116,13,jeudi,,,,
8587985,7175,0,AULNAY-SOUS-BOIS,Autres,4313,6414,12,jeudi,,,,
467986,7176,1,16EME ARRONDISSEMENT,SECOURS A PERSONNE,4042,3538,12,jeudi,,,,
5617985,7177,1,9EME ARRONDISSEMENT,SECOURS A PERSONNE,4208,5600,11,jeudi,,,,
8627985,7178,1,1ER ARRONDISSEMENT,SECOURS A PERSONNE,4208,3851,13,jeudi,,,,
9817985,7179,0,ROSNY-SOUS-BOIS,SECOURS A PERSONNE,2360,1965,12,jeudi,,,,
4487985,7180,1,CLICHY-SOUS-BOIS,ACCIDENT,4041,3037,8,jeudi,,,,
5597985,7181,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,4066,7837,11,jeudi,,,,
4517985,7182,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,4066,8834,8,jeudi,,,,
8837985,7183,1,CHOISY-LE-ROI,SECOURS A PERSONNE,4207,3876,13,jeudi,,,,
7527985,7184,1,ISSY-LES-MOULINEAUX,SECOURS A PERSONNE,3779,3481,10,jeudi,,,,
5567985,7185,0,MAISONS-ALFORT,Autres,3969,4889,11,jeudi,,,,
6167985,7186,1,ARCUEIL,SECOURS A PERSONNE,2939,5780,9,jeudi,,,,
4527985,7187,0,BOURGET (LE),INCENDIE,765,3398,8,jeudi,,,,
277986,7188,1,ROSNY-SOUS-BOIS,SECOURS A PERSONNE,2969,4332,12,jeudi,,,,
857986,7189,0,COURNEUVE (LA),SECOURS A PERSONNE,765,3308,12,jeudi,,,,
5057985,7190,0,AUBERVILLIERS,INCENDIE,4697,36731,10,jeudi,,,,
5057985,7191,0,AUBERVILLIERS,INCENDIE,610,15755,11,jeudi,,,,
5057985,7192,0,AUBERVILLIERS,INCENDIE,2424,79855,11,jeudi,,,,
5057985,7193,0,AUBERVILLIERS,INCENDIE,3791,93314,11,jeudi,,,,
5567985,7194,0,MAISONS-ALFORT,Autres,2319,5776,11,jeudi,,,,
6407985,7195,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,2601,4067,11,jeudi,,,,
877986,7196,1,PANTIN,SECOURS A PERSONNE,3723,6587,12,jeudi,,,,
6807985,7197,0,ROMAINVILLE,SECOURS A PERSONNE,3740,5512,10,jeudi,,,,
6977985,7198,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,4963,2392,9,jeudi,,,,
5657985,7199,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,4963,3270,11,jeudi,,,,
6997985,7200,0,FONTENAY-SOUS-BOIS,Autres,4699,3113,10,jeudi,,,,
6117985,7201,1,PUTEAUX,SECOURS A PERSONNE,2991,1382,8,jeudi,,,,
687986,7202,1,SAINT-DENIS,SECOURS A PERSONNE,4052,2799,12,jeudi,,,,
857986,7203,1,COURNEUVE (LA),SECOURS A PERSONNE,2461,4387,11,jeudi,,,,
597986,7204,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,1294,7810,13,jeudi,,,,
5347985,7205,0,ISSY-LES-MOULINEAUX,Autres,2282,1479,10,jeudi,,,,
7927985,7206,1,3EME ARRONDISSEMENT,SECOURS A PERSONNE,4003,3315,11,jeudi,,,,
5057985,7207,0,AUBERVILLIERS,INCENDIE,1642,223,10,jeudi,,,,
937986,7208,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,1436,6475,13,jeudi,,,,
337986,7209,0,COURNEUVE (LA),Autres,2303,28,12,jeudi,,,,
8597985,7210,0,PAVILLONS-SOUS-BOIS (LES),Autres,4650,212,12,jeudi,,,,
4837985,7211,1,MONTFERMEIL,SECOURS A PERSONNE,4008,4373,9,jeudi,,,,
427986,7212,0,SAINT-MANDE,Autres,3736,3268,12,jeudi,,,,
8357985,7213,1,SAINT-MANDE,SECOURS A PERSONNE,3777,10866,12,jeudi,,,,
6547985,7214,1,ROMAINVILLE,SECOURS A PERSONNE,4081,4076,9,jeudi,,,,
17986,7215,1,19EME ARRONDISSEMENT,SECOURS A PERSONNE,4081,4850,12,jeudi,,,,
5057985,7216,0,AUBERVILLIERS,INCENDIE,892,33112,11,jeudi,,,,
7207985,7217,1,COURBEVOIE,SECOURS A PERSONNE,2470,7042,11,jeudi,,,,
5147985,7218,1,MEUDON,SECOURS A PERSONNE,2935,2515,10,jeudi,,,,
7137985,7219,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,1677,669,9,jeudi,,,,
6837985,7220,0,RUEIL-MALMAISON,Autres,2288,5047,9,jeudi,,,,
5967985,7221,1,BOULOGNE-BILLANCOURT,SECOURS A PERSONNE,3751,3151,9,jeudi,,,,
7387985,7222,1,COUBRON,SECOURS A PERSONNE,3749,3818,11,jeudi,,,,
6647985,7223,1,EPINAY-SUR-SEINE,SECOURS A PERSONNE,4203,10989,11,jeudi,,,,
5057985,7224,0,AUBERVILLIERS,INCENDIE,2641,316,12,jeudi,,,,
5057985,7225,0,AUBERVILLIERS,INCENDIE,2638,43218,12,jeudi,,,,
8427985,7226,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,606,3500,12,jeudi,,,,
5057985,7227,0,AUBERVILLIERS,INCENDIE,4335,52931,11,jeudi,,,,
6977985,7228,0,12EME ARRONDISSEMENT,SECOURS A PERSONNE,1527,21,9,jeudi,,,,
9677985,7229,0,8EME ARRONDISSEMENT,SECOURS A PERSONNE,3836,6,13,jeudi,,,,
6527985,7230,0,15EME ARRONDISSEMENT,Autres,3633,219,8,jeudi,,,,
5057985,7231,0,AUBERVILLIERS,INCENDIE,2469,23411,12,jeudi,,,,
9347985,7232,0,DUGNY,INCENDIE,2303,3640,14,jeudi,,,,
627986,7233,0,THIAIS,ACCIDENT,2315,4908,13,jeudi,,,,
3457986,7234,1,ABLON-SUR-SEINE,SECOURS A PERSONNE,2322,4693,16,jeudi,,,,
627986,7235,1,THIAIS,ACCIDENT,2361,5520,13,jeudi,,,,
9237985,7236,1,9EME ARRONDISSEMENT,SECOURS A PERSONNE,2599,2828,14,jeudi,,,,
4537986,7237,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,2601,1123,15,jeudi,,,,
9297985,7238,1,TREMBLAY-EN-FRANCE,SECOURS A PERSONNE,2985,6913,14,jeudi,,,,
4577986,7239,1,COURBEVOIE,SECOURS A PERSONNE,2991,79864,15,jeudi,,,,
1867986,7240,0,BLANC-MESNIL (LE),SECOURS A PERSONNE,3776,1372,14,jeudi,,,,
4327986,7241,1,SEVRAN,SECOURS A PERSONNE,3776,4284,15,jeudi,,,,
397986,7242,1,BAGNEUX,SECOURS A PERSONNE,3833,9663,14,jeudi,,,,
4477986,7243,0,7EME ARRONDISSEMENT,SECOURS A PERSONNE,3836,7,15,jeudi,,,,
1807986,7244,0,NEUILLY-SUR-SEINE,SECOURS A PERSONNE,4056,3909,16,jeudi,,,,
3347986,7245,1,20EME ARRONDISSEMENT,SECOURS A PERSONNE,4066,5839,14,jeudi,,,,
4667986,7246,1,SAINT-DENIS,SECOURS A PERSONNE,4203,4629,16,jeudi,,,,
3417986,7247,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,4204,927,15,jeudi,,,,
1407987,7248,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,4205,2946,15,jeudi,,,,
3257987,7249,1,VILLENEUVE-LA-GARENNE,ACCIDENT,5089,4822,15,jeudi,,,,
257986,7250,0,15EME ARRONDISSEMENT,Autres,5094,588,14,jeudi,,,,
1097987,7251,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,5097,3254,14,jeudi,,,,
2047986,7252,0,13EME ARRONDISSEMENT,SECOURS A PERSONNE,5144,79862,15,jeudi,,,,
9747985,7253,1,13EME ARRONDISSEMENT,SECOURS A PERSONNE,5144,3975,14,jeudi,,,,
2677986,7254,0,ASNIERES-SUR-SEINE,Autres,5251,5480,14,jeudi,,,,
977986,7255,1,1ER ARRONDISSEMENT,SECOURS A PERSONNE,5293,3950,14,jeudi,,,,
4267986,7256,0,PUTEAUX,Autres,5327,2657,15,jeudi,,,,
4127986,7257,1,AULNAY-SOUS-BOIS,SECOURS A PERSONNE,5337,4391,14,jeudi,,,,
5447986,7258,1,MONTFERMEIL,SECOURS A PERSONNE,102,3699,17,jeudi,,,,
3387987,7259,0,19EME ARRONDISSEMENT,Autres,133,3030,18,jeudi,,,,
9557986,7260,0,20EME ARRONDISSEMENT,INCENDIE,606,5278,20,jeudi,,,,
9557986,7261,0,20EME ARRONDISSEMENT,INCENDIE,1280,11186,20,jeudi,,,,
2447987,7262,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,1294,6967,3,vendredi,,,,
1167986,7263,0,18EME ARRONDISSEMENT,SECOURS A PERSONNE,1527,5,18,jeudi,,,,
317987,7264,0,12EME ARRONDISSEMENT,SECOURS A PERSONNE,1527,4775,23,jeudi,,,,
7187986,7265,0,ASNIERES-SUR-SEINE,SECOURS A PERSONNE,1781,7802,21,jeudi,,,,
8357986,7266,0,VILLIERS-SUR-MARNE,ACCIDENT,1949,10,0,vendredi,,,,
5057985,7267,0,AUBERVILLIERS,INCENDIE,2284,20541,3,jeudi,,,,
1257987,7268,0,20EME ARRONDISSEMENT,Autres,2284,1448,17,jeudi,,,,
7067986,7269,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,2301,3386,21,jeudi,,,,
177987,7270,0,9EME ARRONDISSEMENT,Autres,2303,2625,18,jeudi,,,,
2297986,7271,1,CHEVILLY-LARUE,SECOURS A PERSONNE,2315,3155,19,jeudi,,,,
3127987,7272,0,CHOISY-LE-ROI,INCENDIE,2361,4533,1,vendredi,,,,
6167986,7273,0,13EME ARRONDISSEMENT,Autres,2364,10462,20,jeudi,,,,
2207987,7274,1,4EME ARRONDISSEMENT,SECOURS A PERSONNE,2389,3717,19,jeudi,,,,
3127986,7275,1,STAINS,SECOURS A PERSONNE,2391,2631,22,jeudi,,,,
7987,7276,1,SAINT-DENIS,SECOURS A PERSONNE,2391,4148,3,vendredi,,,,
957987,7277,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,2407,4938,22,jeudi,,,,
2227989,7278,1,11EME ARRONDISSEMENT,SECOURS A PERSONNE,2407,2008,5,vendredi,,,,
8357986,7279,1,VILLIERS-SUR-MARNE,ACCIDENT,2419,5240,0,vendredi,,,,
5877986,7280,1,NOISY-LE-GRAND,SECOURS A PERSONNE,2419,7251,19,jeudi,,,,
3627987,7281,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,2524,5778,23,jeudi,,,,
1797986,7282,1,15EME ARRONDISSEMENT,SECOURS A PERSONNE,2524,2523,17,jeudi,,,,
3067987,7283,0,16EME ARRONDISSEMENT,ACCIDENT,2551,7073,23,jeudi,,,,
1427986,7284,1,AUBERVILLIERS,SECOURS A PERSONNE,2579,2803,22,jeudi,,,,
1657987,7285,1,SAINT-OUEN,SECOURS A PERSONNE,2585,4982,20,jeudi,,,,
447981,7286,0,BONNEUIL-SUR-MARNE,Autres,5289,260,16,lundi,,,,
9077979,7287,0,PLESSIS-TREVISE (LE),SECOURS A PERSONNE,5253,4108,16,lundi,,,,
5537980,7288,1,SAINT-DENIS,SECOURS A PERSONNE,5363,2879,17,lundi,,,,
5567980,7289,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,5349,1773,17,lundi,,,,
5847980,7290,1,MEUDON,SECOURS A PERSONNE,5176,4417,18,lundi,,,,
487981,7291,1,COURBEVOIE,SECOURS A PERSONNE,5327,5260,18,lundi,,,,
8777979,7292,1,VALENTON,SECOURS A PERSONNE,5305,5229,18,lundi,,,,
5137981,7293,1,SEVRAN,SECOURS A PERSONNE,5216,3022,18,lundi,,,,
1837981,7294,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,5523,19,lundi,,,,
6477980,7295,0,CHATILLON,SECOURS A PERSONNE,5155,2645,19,lundi,,,,
6617980,7296,1,SEVRES,SECOURS A PERSONNE,5176,4348,20,lundi,,,,
6747980,7297,1,12EME ARRONDISSEMENT,SECOURS A PERSONNE,5226,4321,20,lundi,,,,
7017980,7298,1,CHAMPIGNY-SUR-MARNE,ACCIDENT,5352,4784,20,lundi,,,,
3267981,7299,1,9EME ARRONDISSEMENT,SECOURS A PERSONNE,5293,2140,20,lundi,,,,
7367980,7300,0,16EME ARRONDISSEMENT,Autres,5306,1064,21,lundi,,,,
7407980,7301,1,DRANCY,SECOURS A PERSONNE,5359,2627,21,lundi,,,,
9787980,7302,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,5224,3979,21,lundi,,,,
9807980,7303,0,12EME ARRONDISSEMENT,Autres,5227,1659,22,lundi,,,,
7877980,7304,1,10EME ARRONDISSEMENT,SECOURS A PERSONNE,5159,2877,22,lundi,,,,
8237979,7305,1,5EME ARRONDISSEMENT,SECOURS A PERSONNE,5144,2860,23,lundi,,,,
8127980,7306,1,QUEUE-EN-BRIE (LA),SECOURS A PERSONNE,5087,7663,23,lundi,,,,
8397980,7307,1,11EME ARRONDISSEMENT,SECOURS A PERSONNE,5349,3873,0,mardi,,,,
8427980,7308,1,17EME ARRONDISSEMENT,SECOURS A PERSONNE,5360,2396,0,mardi,,,,
5037981,7309,1,VANVES,SECOURS A PERSONNE,5331,2362,2,mardi,,,,
1087981,7310,1,NEUILLY-SUR-SEINE,SECOURS A PERSONNE,5097,3425,2,mardi,,,,
8927980,7311,1,BLANC-MESNIL (LE),SECOURS A PERSONNE,5359,3933,3,mardi,,,,
9447979,7312,1,MONTREUIL,SECOURS A PERSONNE,5179,2710,3,mardi,,,,
947980,7313,1,MONTREUIL,SECOURS A PERSONNE,5179,5005,5,mardi,,,,
4297983,7314,1,ISSY-LES-MOULINEAUX,SECOURS A PERSONNE,5331,2020,5,mardi,,,,
6547981,7315,1,14EME ARRONDISSEMENT,SECOURS A PERSONNE,5365,2192,6,mardi,,,,
8907982,7316,0,COLOMBES,Autres,5303,3537,6,mardi,,,,
