"","intervention","id_engagement_engin","victime","commune","categorie","id_engin","heure","jour","duree_engin_hms","duree_engin_min"
"7734",9597979,7734,0,"15EME ARRONDISSEMENT","Autres",4323,10,"lundi",02:50:17.0,170.28
"7735",3837981,7735,1,"ORLY","SECOURS A PERSONNE",2322,15,"lundi",01:39:20.0,99.33
"7736",2807981,7736,1,"COURBEVOIE","SECOURS A PERSONNE",2993,21,"lundi",01:33:19.0,93.32
"7737",9147982,7737,1,"COURBEVOIE","SECOURS A PERSONNE",2993,6,"mardi",01:43:27.0,103.45
"7738",3517980,7738,1,"3EME ARRONDISSEMENT","SECOURS A PERSONNE",2389,11,"lundi",00:25:55.0,25.92
"7739",4217980,7739,1,"6EME ARRONDISSEMENT","SECOURS A PERSONNE",2389,13,"lundi",22:10:04.0,1330.07
"7740",4567980,7740,0,"NOGENT-SUR-MARNE","INCENDIE",1250,15,"lundi",01:35:04.0,95.07
"7741",1707981,7741,0,"VINCENNES","Autres",1250,17,"lundi",00:46:20.0,46.33
"7742",6347980,7742,1,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",2303,19,"lundi",01:14:34.0,74.57
"7743",7647979,7743,0,"PANTIN","Autres",2312,9,"lundi",03:16:02.0,196.03
"7744",5087981,7744,1,"VILLECRESNES","SECOURS A PERSONNE",2447,11,"lundi",01:51:09.0,111.15
"7745",7687979,7745,0,"SAINT-MAUR-DES-FOSSES","Autres",2447,13,"lundi",00:13:47.0,13.78
"7746",6047981,7746,0,"12EME ARRONDISSEMENT","INCENDIE",2321,21,"lundi",00:01:25.0,1.42
"7747",1797980,7747,1,"SUCY-EN-BRIE","SECOURS A PERSONNE",3780,2,"mardi",01:11:16.0,71.27
"7748",9297980,7748,1,"VILLEJUIF","SECOURS A PERSONNE",3833,12,"lundi",01:22:32.0,82.53
"7749",9207979,7749,1,"VITRY-SUR-SEINE","SECOURS A PERSONNE",3833,19,"lundi",01:24:48.0,84.8
"7750",87980,7750,1,"NEUILLY-SUR-MARNE","SECOURS A PERSONNE",3793,11,"lundi",01:05:23.0,65.38
"7751",3987980,7751,1,"ROSNY-SOUS-BOIS","SECOURS A PERSONNE",4008,12,"lundi",00:40:20.0,40.33
"7752",1217980,7752,1,"ROSNY-SOUS-BOIS","SECOURS A PERSONNE",4008,10,"lundi",01:15:01.0,75.02
"7753",9377979,7753,0,"LIMEIL-BREVANNES","SECOURS A PERSONNE",2305,23,"lundi",00:55:56.0,55.93
"7754",2967980,7754,1,"VILLENEUVE-SAINT-GEORGES","SECOURS A PERSONNE",3899,9,"lundi",01:05:47.0,65.78
"7755",1707981,7755,0,"VINCENNES","Autres",2489,17,"lundi",22:10:11.0,1330.18
"7756",3887981,7756,1,"FONTENAY-SOUS-BOIS","SECOURS A PERSONNE",3736,17,"lundi",00:17:32.0,17.53
"7757",4627981,7757,1,"VITRY-SUR-SEINE","SECOURS A PERSONNE",2361,15,"lundi",00:44:04.0,44.07
"7758",1137980,7758,0,"VILLECRESNES","Autres",3796,10,"lundi",01:56:24.0,116.4
"7759",6517980,7759,0,"ROMAINVILLE","Autres",4081,19,"lundi",00:29:33.0,29.55
"7760",7617980,7760,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",2407,22,"lundi",01:00:26.0,60.43
"7761",4567980,7761,0,"NOGENT-SUR-MARNE","INCENDIE",899,14,"lundi",01:59:12.0,119.2
"7762",4567980,7762,0,"NOGENT-SUR-MARNE","INCENDIE",892,14,"lundi",01:15:21.0,75.35
"7763",277980,7763,1,"16EME ARRONDISSEMENT","ACCIDENT",2551,14,"lundi",01:26:33.0,86.55
"7764",1467980,7764,1,"7EME ARRONDISSEMENT","SECOURS A PERSONNE",2551,17,"lundi",01:14:49.0,74.82
"7765",9267980,7765,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",2524,11,"lundi",00:58:04.0,58.07
"7766",357981,7766,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",2524,13,"lundi",00:51:36.0,51.6
"7767",9557979,7767,1,"BOULOGNE-BILLANCOURT","SECOURS A PERSONNE",2935,8,"lundi",01:01:51.0,61.85
"7768",2117981,7768,1,"NEUILLY-SUR-SEINE","SECOURS A PERSONNE",4056,8,"lundi",01:17:10.0,77.17
"7769",4247980,7769,1,"PUTEAUX","SECOURS A PERSONNE",4056,14,"lundi",01:09:14.0,69.23
"7770",4477983,7770,0,"MONTREUIL","SECOURS A PERSONNE",4049,6,"mardi",01:17:26.0,77.43
"7771",1737980,7771,0,"NEUILLY-SUR-SEINE","SECOURS A PERSONNE",4056,23,"lundi",01:11:50.0,71.83
"7772",2697980,7772,1,"4EME ARRONDISSEMENT","SECOURS A PERSONNE",2398,9,"lundi",01:44:32.0,104.53
"7773",4337981,7773,1,"LEVALLOIS-PERRET","SECOURS A PERSONNE",481,8,"lundi",00:44:56.0,44.93
"7774",3067980,7774,1,"GAGNY","SECOURS A PERSONNE",3749,10,"lundi",00:21:45.0,21.75
"7775",6067980,7775,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",2398,18,"lundi",01:39:08.0,99.13
"7776",5297980,7776,1,"RAINCY (LE)","SECOURS A PERSONNE",3749,16,"lundi",00:48:00.0,48
"7777",9047979,7777,1,"6EME ARRONDISSEMENT","SECOURS A PERSONNE",2398,16,"lundi",01:30:57.0,90.95
"7778",8367980,7778,0,"VILLEPINTE","Autres",706,0,"mardi",00:30:12.0,30.2
"7779",6517981,7779,1,"BONDY","SECOURS A PERSONNE",3776,6,"mardi",00:59:05.0,59.08
"7780",4447981,7780,1,"CLICHY-SOUS-BOIS","SECOURS A PERSONNE",102,11,"lundi",01:08:18.0,68.3
"7781",8527980,7781,1,"VILLEPINTE","SECOURS A PERSONNE",3757,1,"mardi",01:31:27.0,91.45
"7782",3997981,7782,0,"TREMBLAY-EN-FRANCE","Autres",3757,20,"lundi",00:02:45.0,2.75
"7783",1677980,7783,0,"NOISY-LE-SEC","Autres",496,21,"lundi",00:01:12.0,1.2
"7784",6047981,7784,0,"12EME ARRONDISSEMENT","INCENDIE",606,21,"lundi",00:14:33.0,14.55
"7785",5257981,7785,0,"SAINT-MAURICE","SECOURS A PERSONNE",3878,16,"lundi",00:59:47.5,59.79
"7786",3807981,7786,0,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",3845,15,"lundi",00:59:47.5,59.79
"7787",807980,7787,0,"AUBERVILLIERS","SECOURS A PERSONNE",1548,19,"lundi",00:59:47.5,59.79
"7788",6317980,7788,0,"CHOISY-LE-ROI","SECOURS A PERSONNE",1558,19,"lundi",00:59:47.5,59.79
"7789",3097981,7789,0,"DUGNY","SECOURS A PERSONNE",3863,9,"lundi",02:42:57.0,162.95
"7790",4267981,7790,0,"VALENTON","SECOURS A PERSONNE",1558,8,"lundi",00:59:47.5,59.79
"7791",5657981,7791,0,"VAUCRESSON","SECOURS A PERSONNE",1538,14,"lundi",00:59:47.5,59.79
"7792",3307981,7792,0,"GENNEVILLIERS","SECOURS A PERSONNE",3857,3,"mardi",00:59:47.5,59.79
"7793",7527980,7793,0,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",3845,21,"lundi",00:59:47.5,59.79
"7794",3917982,7794,0,"CLICHY","INCENDIE",2308,7,"mercredi",08:40:23.0,520.38
"7795",3917982,7795,0,"CLICHY","INCENDIE",3814,5,"mercredi",10:27:25.0,627.42
"7796",7747982,7796,0,"ISSY-LES-MOULINEAUX","Autres",4300,1,"mercredi",01:10:04.0,70.07
"7797",5507982,7797,1,"SAINT-DENIS","SECOURS A PERSONNE",2579,21,"mardi",00:36:48.0,36.8
"7798",227982,7798,0,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",1244,18,"mardi",22:10:20.0,1330.33
"7799",367982,7799,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",2582,18,"mardi",00:40:35.0,40.58
"7800",327983,7800,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",2319,9,"mardi",01:13:40.0,73.67
"7801",9207982,7801,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",2973,9,"mardi",00:49:07.0,49.12
"7802",9957982,7802,0,"SAINT-MANDE","INCENDIE",1280,3,"mercredi",01:07:36.0,67.6
"7803",3627982,7803,0,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",2582,3,"mercredi",01:41:26.0,101.43
"7804",3687983,7804,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",1437,12,"mardi",01:34:10.0,94.17
"7805",9357982,7805,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",1437,11,"mardi",01:04:12.0,64.2
"7806",9737981,7806,0,"MEUDON","SECOURS A PERSONNE",4690,16,"mardi",00:46:34.0,46.57
"7807",9947981,7807,0,"8EME ARRONDISSEMENT","Autres",2617,17,"mardi",00:30:35.0,30.58
"7808",577982,7808,0,"18EME ARRONDISSEMENT","INCENDIE",4960,19,"mardi",01:04:43.0,64.72
"7809",8237982,7809,0,"18EME ARRONDISSEMENT","INCENDIE",2388,1,"mercredi",00:44:43.0,44.72
"7810",1777983,7810,0,"VINCENNES","INCENDIE",2307,17,"mardi",01:17:35.0,77.58
"7811",1037983,7811,0,"ROMAINVILLE","ACCIDENT",2295,11,"mardi",00:05:49.0,5.82
"7812",757982,7812,1,"NANTERRE","SECOURS A PERSONNE",3794,19,"mardi",00:58:12.0,58.2
"7813",9117982,7813,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",4963,21,"mardi",00:50:15.0,50.25
"7814",9407981,7814,1,"NEUILLY-SUR-MARNE","SECOURS A PERSONNE",3748,15,"mardi",00:59:33.0,59.55
"7815",8607982,7815,1,"NOISY-LE-GRAND","SECOURS A PERSONNE",3748,13,"mardi",01:36:15.0,96.25
"7816",9197981,7816,0,"JOINVILLE-LE-PONT","SECOURS A PERSONNE",4699,15,"mardi",01:24:20.0,84.33
"7817",2827983,7817,1,"COURBEVOIE","SECOURS A PERSONNE",2991,16,"mardi",00:40:13.0,40.22
"7818",4757983,7818,1,"NOISY-LE-GRAND","SECOURS A PERSONNE",2419,13,"mardi",00:48:01.0,48.02
"7819",2017983,7819,1,"VILLIERS-SUR-MARNE","SECOURS A PERSONNE",2419,23,"mardi",00:36:28.0,36.47
"7820",6457982,7820,1,"18EME ARRONDISSEMENT","SECOURS A PERSONNE",2585,18,"mardi",01:07:30.0,67.5
"7821",8787982,7821,0,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",2281,17,"mardi",22:10:28.0,1330.47
"7822",3717983,7822,0,"11EME ARRONDISSEMENT","Autres",2286,13,"mardi",00:52:43.0,52.72
"7823",5287982,7823,1,"PIERREFITTE-SUR-SEINE","SECOURS A PERSONNE",4052,15,"mardi",01:09:43.0,69.72
"7824",3857983,7824,1,"EPINAY-SUR-SEINE","SECOURS A PERSONNE",3761,15,"mardi",00:50:19.0,50.32
"7825",2137983,7825,0,"15EME ARRONDISSEMENT","Autres",4698,12,"mardi",00:05:40.0,5.67
"7826",2577983,7826,1,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",3830,12,"mardi",00:38:36.0,38.6
"7827",6627982,7827,0,"MONTROUGE","SECOURS A PERSONNE",3830,22,"mardi",22:10:26.0,1330.43
"7828",1817982,7828,0,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",4698,21,"mardi",00:41:18.0,41.3
"7829",5797983,7829,0,"CLAMART","SECOURS A PERSONNE",2282,7,"mercredi",00:55:48.0,55.8
"7830",317982,7830,1,"MAISONS-ALFORT","SECOURS A PERSONNE",2622,18,"mardi",22:10:20.0,1330.33
"7831",8527981,7831,1,"5EME ARRONDISSEMENT","SECOURS A PERSONNE",1365,13,"mardi",01:52:18.0,112.3
"7832",8157981,7832,1,"6EME ARRONDISSEMENT","SECOURS A PERSONNE",4068,12,"mardi",01:09:34.0,69.57
"7833",7027981,7833,1,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",4068,9,"mardi",00:39:18.0,39.3
"7834",9707982,7834,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",4003,18,"mardi",01:23:41.0,83.68
"7835",797983,7835,0,"1ER ARRONDISSEMENT","Autres",2389,19,"mardi",00:09:59.0,9.98
"7836",4147983,7836,1,"CHOISY-LE-ROI","SECOURS A PERSONNE",4006,20,"mardi",00:31:55.0,31.92
"7837",7647982,7837,0,"CHOISY-LE-ROI","ACCIDENT",2315,21,"mardi",00:00:48.0,0.8
"7838",9877982,7838,0,"SAINT-DENIS","INCENDIE",776,23,"mardi",02:28:49.0,148.82
"7839",9877982,7839,0,"SAINT-DENIS","INCENDIE",2296,23,"mardi",02:29:10.0,149.17
"7840",7287982,7840,1,"SUCY-EN-BRIE","SECOURS A PERSONNE",3798,13,"mardi",01:23:17.0,83.28
"7841",1767983,7841,1,"SAINT-MAUR-DES-FOSSES","SECOURS A PERSONNE",2447,17,"mardi",01:08:01.0,68.02
"7842",5717983,7842,0,"VILLECRESNES","Autres",3798,7,"mercredi",00:21:58.0,21.97
"7843",7967982,7843,1,"3EME ARRONDISSEMENT","SECOURS A PERSONNE",2976,20,"mardi",01:16:04.0,76.07
"7844",4287982,7844,1,"4EME ARRONDISSEMENT","SECOURS A PERSONNE",2976,21,"mardi",01:04:22.0,64.37
"7845",1227983,7845,1,"LIMEIL-BREVANNES","SECOURS A PERSONNE",3780,23,"mardi",01:25:16.0,85.27
"7846",1707982,7846,1,"BOISSY-SAINT-LEGER","SECOURS A PERSONNE",3780,21,"mardi",01:15:52.0,75.87
"7847",3427982,7847,1,"VILLEJUIF","SECOURS A PERSONNE",3750,2,"mercredi",01:00:42.0,60.7
"7848",3157983,7848,1,"VILLEJUIF","SECOURS A PERSONNE",3833,0,"mercredi",01:09:39.0,69.65
"7849",8207982,7849,1,"VILLEMOMBLE","SECOURS A PERSONNE",4008,23,"mardi",00:41:28.0,41.47
"7850",9017981,7850,0,"SEVRAN","INCENDIE",4650,14,"mardi",01:22:25.0,82.42
"7851",7647981,7851,1,"BOISSY-SAINT-LEGER","SECOURS A PERSONNE",3899,10,"mardi",01:29:55.0,89.92
"7852",7167982,7852,0,"VILLENEUVE-SAINT-GEORGES","Autres",2305,10,"mardi",00:31:41.0,31.68
"7853",8277983,7853,0,"VILLENEUVE-LE-ROI","SECOURS A PERSONNE",3899,6,"mercredi",00:03:38.0,3.63
"7854",3707982,7854,1,"LIMEIL-BREVANNES","SECOURS A PERSONNE",3899,3,"mercredi",01:11:21.0,71.35
"7855",6337982,7855,1,"NOGENT-SUR-MARNE","SECOURS A PERSONNE",3777,16,"mardi",01:08:40.0,68.67
"7856",2417982,7856,1,"VITRY-SUR-SEINE","SECOURS A PERSONNE",2361,23,"mardi",01:25:22.0,85.37
"7857",7577982,7857,1,"VITRY-SUR-SEINE","SECOURS A PERSONNE",2361,19,"mardi",00:29:36.0,29.6
"7858",3987991,7858,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5224,16,"dimanche",00:43:28.0,43.47
"7859",4787991,7859,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",5226,12,"dimanche",01:00:23.0,60.38
"7860",7267992,7860,0,"15EME ARRONDISSEMENT","INCENDIE",5249,21,"dimanche",01:19:18.0,79.3
"7861",8877991,7861,0,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",5254,21,"dimanche",00:58:22.0,58.37
"7862",6217992,7862,0,"RUEIL-MALMAISON","Autres",5278,18,"dimanche",01:26:32.0,86.53
"7863",5987992,7863,1,"SAINT-MAUR-DES-FOSSES","SECOURS A PERSONNE",5289,17,"dimanche",00:52:25.0,52.42
"7864",3657992,7864,0,"8EME ARRONDISSEMENT","Autres",5293,10,"dimanche",00:19:56.0,19.93
"7865",5107992,7865,0,"4EME ARRONDISSEMENT","SECOURS A PERSONNE",5302,15,"dimanche",22:12:05.0,1332.08
"7866",9457991,7866,1,"ALFORTVILLE","SECOURS A PERSONNE",5305,19,"dimanche",01:21:56.0,81.93
"7867",5187992,7867,1,"SURESNES","SECOURS A PERSONNE",5330,15,"dimanche",00:34:57.0,34.95
"7868",2287992,7868,1,"ISSY-LES-MOULINEAUX","SECOURS A PERSONNE",5331,16,"dimanche",02:00:45.0,120.75
"7869",5527991,7869,1,"BOURGET (LE)","SECOURS A PERSONNE",5337,20,"dimanche",01:26:50.0,86.83
"7870",2267992,7870,1,"7EME ARRONDISSEMENT","SECOURS A PERSONNE",5338,16,"dimanche",01:36:51.0,96.85
"7871",7477992,7871,1,"18EME ARRONDISSEMENT","SECOURS A PERSONNE",5344,22,"dimanche",00:24:49.0,24.82
"7872",3827992,7872,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",5345,11,"dimanche",00:45:23.0,45.38
"7873",8787991,7873,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",5345,17,"dimanche",00:54:00.0,54
"7874",6347991,7874,1,"MONTREUIL","SECOURS A PERSONNE",5348,13,"dimanche",01:02:36.0,62.6
"7875",387992,7875,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",5349,17,"dimanche",00:26:14.0,26.23
"7876",6837991,7876,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",5349,7,"dimanche",00:42:47.0,42.78
"7877",8067991,7877,0,"5EME ARRONDISSEMENT","Autres",5350,22,"dimanche",00:11:17.0,11.28
"7878",9827992,7878,1,"NANTERRE","SECOURS A PERSONNE",5358,9,"dimanche",00:52:32.0,52.53
"7879",1737992,7879,1,"BOBIGNY","SECOURS A PERSONNE",5359,18,"dimanche",00:48:02.0,48.03
"7880",3937991,7880,1,"SAINT-DENIS","SECOURS A PERSONNE",5363,15,"dimanche",00:36:35.0,36.58
"7881",1477992,7881,1,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",5365,11,"dimanche",01:08:51.0,68.85
"7882",5057985,7882,0,"AUBERVILLIERS","INCENDIE",4697,22,"jeudi",03:03:47.0,183.78
"7883",5057985,7883,0,"AUBERVILLIERS","INCENDIE",4389,16,"jeudi",02:23:21.0,143.35
"7884",5057985,7884,0,"AUBERVILLIERS","INCENDIE",5252,11,"jeudi",00:45:04.0,45.07
"7885",5057985,7885,0,"AUBERVILLIERS","INCENDIE",5252,13,"jeudi",00:32:57.0,32.95
"7886",9457988,7886,1,"SAINT-MAUR-DES-FOSSES","SECOURS A PERSONNE",3798,12,"vendredi",00:52:24.0,52.4
"7887",5837988,7887,1,"CRETEIL","SECOURS A PERSONNE",3806,16,"vendredi",01:03:00.0,63
"7888",9327988,7888,0,"RUEIL-MALMAISON","ACCIDENT",3826,9,"vendredi",22:11:29.0,1331.48
"7889",6247987,7889,0,"COURBEVOIE","Autres",3826,14,"vendredi",00:20:24.0,20.4
"7890",8407988,7890,0,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",3836,2,"samedi",00:59:47.5,59.79
"7891",8387987,7891,0,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",3836,20,"vendredi",00:59:47.5,59.79
"7892",5657988,7892,0,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",3845,19,"vendredi",00:59:47.5,59.79
"7893",1707988,7893,0,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",3845,9,"vendredi",00:06:03.0,6.05
"7894",9907988,7894,0,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",3882,21,"vendredi",00:59:47.5,59.79
"7895",27988,7895,0,"SEVRES","SECOURS A PERSONNE",3882,23,"vendredi",00:01:23.0,1.38
"7896",8177990,7896,1,"LEVALLOIS-PERRET","SECOURS A PERSONNE",3891,5,"samedi",00:57:56.0,57.93
"7897",6727987,7897,0,"NANTERRE","Autres",3891,15,"vendredi",00:42:14.0,42.23
"7898",5987987,7898,1,"COURBEVOIE","SECOURS A PERSONNE",3891,13,"vendredi",00:41:34.0,41.57
"7899",7487988,7899,1,"CHARENTON-LE-PONT","SECOURS A PERSONNE",3897,17,"vendredi",01:22:27.0,82.45
"7900",4707988,7900,1,"VALENTON","SECOURS A PERSONNE",3899,19,"vendredi",02:14:06.0,134.1
"7901",9477988,7901,1,"VALENTON","SECOURS A PERSONNE",3899,12,"vendredi",00:52:39.0,52.65
"7902",2087989,7902,1,"LIMEIL-BREVANNES","SECOURS A PERSONNE",3899,4,"samedi",22:11:32.0,1331.53
"7903",1047989,7903,0,"20EME ARRONDISSEMENT","INCENDIE",3997,2,"samedi",22:11:31.0,1331.52
"7904",5427988,7904,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4002,19,"vendredi",01:07:50.0,67.83
"7905",8297987,7905,0,"NEUILLY-SUR-SEINE","SECOURS A PERSONNE",4005,19,"vendredi",22:11:18.0,1331.3
"7906",3007989,7906,0,"17EME ARRONDISSEMENT","SECOURS A PERSONNE",4005,2,"samedi",01:35:47.0,95.78
"7907",6137988,7907,1,"CHATILLON","SECOURS A PERSONNE",4007,23,"vendredi",00:39:29.0,39.48
"7908",8337988,7908,1,"VILLEMOMBLE","SECOURS A PERSONNE",4008,23,"vendredi",00:30:37.0,30.62
"7909",6397988,7909,1,"RAINCY (LE)","SECOURS A PERSONNE",4008,9,"vendredi",01:24:23.0,84.38
"7910",8287987,7910,1,"FONTENAY-SOUS-BOIS","SECOURS A PERSONNE",4008,19,"vendredi",00:59:29.0,59.48
"7911",6807987,7911,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",4042,15,"vendredi",01:38:43.0,98.72
"7912",1907988,7912,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4044,14,"vendredi",00:30:04.0,30.07
"7913",87989,7913,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4044,12,"vendredi",01:21:02.0,81.03
"7914",37989,7914,0,"BOBIGNY","INCENDIE",4044,6,"samedi",02:20:56.0,140.93
"7915",4267987,7915,1,"STAINS","SECOURS A PERSONNE",4052,8,"vendredi",01:05:33.0,65.55
"7916",4347987,7916,1,"ISSY-LES-MOULINEAUX","SECOURS A PERSONNE",4054,8,"vendredi",01:25:28.0,85.47
"7917",3007989,7917,1,"17EME ARRONDISSEMENT","SECOURS A PERSONNE",4056,2,"samedi",01:38:40.0,98.67
"7918",7337988,7918,1,"LEVALLOIS-PERRET","SECOURS A PERSONNE",4056,15,"vendredi",01:51:50.0,111.83
"7919",4677988,7919,1,"VAUJOURS","SECOURS A PERSONNE",4065,12,"vendredi",01:05:06.0,65.1
"7920",1167989,7920,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",4066,9,"vendredi",01:49:36.0,109.6
"7921",7737988,7921,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4066,21,"vendredi",01:06:54.0,66.9
"7922",1037989,7922,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4066,2,"samedi",00:51:26.0,51.43
"7923",8367988,7923,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4081,0,"samedi",00:47:57.0,47.95
"7924",2977989,7924,0,"20EME ARRONDISSEMENT","Autres",4081,1,"samedi",00:12:56.0,12.93
"7925",9847987,7925,1,"SAINT-DENIS","SECOURS A PERSONNE",4203,22,"vendredi",01:15:46.0,75.77
"7926",2727989,7926,1,"SAINT-DENIS","SECOURS A PERSONNE",4203,17,"vendredi",00:39:50.0,39.83
"7927",7387988,7927,1,"SAINT-DENIS","SECOURS A PERSONNE",4203,16,"vendredi",00:38:20.0,38.33
"7928",7507987,7928,1,"CHOISY-LE-ROI","SECOURS A PERSONNE",4207,17,"vendredi",01:27:47.0,87.78
"7929",6947987,7929,0,"VILLENEUVE-SAINT-GEORGES","Autres",4207,16,"vendredi",22:11:16.0,1331.27
"7930",8347987,7930,1,"CHOISY-LE-ROI","SECOURS A PERSONNE",4207,19,"vendredi",01:00:36.0,60.6
"7931",4527988,7931,1,"VILLENEUVE-LE-ROI","SECOURS A PERSONNE",4207,4,"samedi",01:15:30.0,75.5
"7932",6327987,7932,1,"IVRY-SUR-SEINE","SECOURS A PERSONNE",4212,14,"vendredi",01:12:01.0,72.02
"7933",8847987,7933,1,"CRETEIL","SECOURS A PERSONNE",4212,20,"vendredi",01:22:19.0,82.32
"7934",8797988,7934,0,"18EME ARRONDISSEMENT","Autres",4220,14,"vendredi",00:25:48.0,25.8
"7935",8897988,7935,1,"CHEVILLY-LARUE","ACCIDENT",4221,15,"vendredi",02:16:52.0,136.87
"7936",7297988,7936,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",4232,14,"vendredi",01:19:26.0,79.43
"7937",5967987,7937,0,"9EME ARRONDISSEMENT","Autres",4232,13,"vendredi",00:05:27.0,5.45
"7938",8957987,7938,1,"CHATENAY-MALABRY","SECOURS A PERSONNE",4239,20,"vendredi",00:56:59.0,56.98
"7939",387988,7939,1,"ANTONY","SECOURS A PERSONNE",4239,23,"vendredi",01:59:29.0,119.48
"7940",8747987,7940,0,"BAGNEUX","Autres",4275,20,"vendredi",00:35:59.0,35.98
"7941",9407988,7941,0,"BOURG-LA-REINE","SECOURS A PERSONNE",4275,11,"vendredi",00:53:58.0,53.97
"7942",4367987,7942,0,"SAINT-CLOUD","SECOURS A PERSONNE",4287,8,"vendredi",00:28:34.0,28.57
"7943",7527987,7943,1,"SAINT-CLOUD","SECOURS A PERSONNE",4287,17,"vendredi",00:16:35.0,16.58
"7944",3367989,7944,0,"AUBERVILLIERS","INCENDIE",4389,6,"samedi",02:04:42.0,124.7
"7945",3937988,7945,0,"CHARENTON-LE-PONT","INCENDIE",4400,13,"vendredi",01:32:16.0,92.27
"7946",4867988,7946,0,"COURBEVOIE","SECOURS A PERSONNE",4587,9,"vendredi",00:40:27.0,40.45
"7947",8527988,7947,0,"COURBEVOIE","INCENDIE",4587,7,"vendredi",01:12:17.0,72.28
"7948",9847987,7948,0,"SAINT-DENIS","SECOURS A PERSONNE",4687,22,"vendredi",00:41:25.0,41.42
"7949",6037981,7949,0,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",3845,21,"lundi",00:59:47.5,59.79
"7950",4297981,7950,0,"15EME ARRONDISSEMENT","Autres",3633,8,"lundi",00:59:47.5,59.79
"7951",3317980,7951,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",3663,10,"lundi",02:04:48.0,124.8
"7952",3177981,7952,0,"15EME ARRONDISSEMENT","Autres",2534,15,"lundi",00:01:22.0,1.37
"7953",7027982,7953,1,"ASNIERES-SUR-SEINE","SECOURS A PERSONNE",5089,8,"mardi",01:19:31.0,79.52
"7954",7897982,7954,0,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5178,8,"mardi",00:29:58.0,29.97
"7955",7087981,7955,0,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",5338,9,"mardi",22:10:17.0,1330.28
"7956",7127981,7956,1,"AULNAY-SOUS-BOIS","SECOURS A PERSONNE",5216,9,"mardi",01:36:15.0,96.25
"7957",7107982,7957,1,"BONNEUIL-SUR-MARNE","SECOURS A PERSONNE",5305,10,"mardi",00:36:49.0,36.82
"7958",6967982,7958,1,"EPINAY-SUR-SEINE","SECOURS A PERSONNE",5363,9,"mardi",01:25:23.0,85.38
"7959",7517981,7959,0,"1ER ARRONDISSEMENT","Autres",5208,10,"mardi",22:10:17.0,1330.28
"7960",8417982,7960,0,"CHAMPIGNY-SUR-MARNE","Autres",5160,10,"mardi",00:02:32.0,2.53
"7961",4637983,7961,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",5349,11,"mardi",00:46:04.0,46.07
"7962",4647983,7962,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",5343,11,"mardi",00:54:43.0,54.72
"7963",4677983,7963,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5224,11,"mardi",00:27:20.0,27.33
"7964",5127982,7964,0,"5EME ARRONDISSEMENT","SECOURS A PERSONNE",5209,11,"mardi",00:43:04.0,43.07
