"","intervention","id_engagement_engin","victime","commune","categorie","id_engin","heure","jour","duree_engin_hms","duree_engin_min"
"2004",1707983,2004,0,"11EME ARRONDISSEMENT","Autres",5149,15,"mardi",00:29:20.0,29.33
"2005",2217983,2005,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",5226,16,"mardi",02:21:13.0,141.22
"2006",7437982,2006,1,"COURNEUVE (LA)","SECOURS A PERSONNE",5219,16,"mardi",01:04:37.0,64.62
"2007",8767982,2007,1,"9EME ARRONDISSEMENT","SECOURS A PERSONNE",5346,16,"mardi",01:13:05.0,73.08
"2008",6407982,2008,1,"NOISY-LE-GRAND","SECOURS A PERSONNE",5087,17,"mardi",01:42:15.0,102.25
"2009",37982,2009,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",5218,18,"mardi",01:02:28.0,62.47
"2010",4757982,2010,0,"AULNAY-SOUS-BOIS","SECOURS A PERSONNE",5216,18,"mardi",00:15:33.0,15.55
"2011",5787982,2011,0,"5EME ARRONDISSEMENT","SECOURS A PERSONNE",5144,18,"mardi",22:10:25.0,1330.42
"2012",377982,2012,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5178,18,"mardi",00:40:48.0,40.8
"2013",1867983,2013,1,"10EME ARRONDISSEMENT","SECOURS A PERSONNE",5343,18,"mardi",00:30:18.0,30.3
"2014",7547982,2014,1,"17EME ARRONDISSEMENT","SECOURS A PERSONNE",5141,19,"mardi",01:07:52.0,67.87
"2015",577982,2015,0,"18EME ARRONDISSEMENT","INCENDIE",5195,7,"mardi",00:25:49.0,25.82
"2016",597982,2016,1,"AUBERVILLIERS","SECOURS A PERSONNE",5146,19,"mardi",00:45:01.0,45.02
"2017",5137983,2017,1,"SAINT-MAUR-DES-FOSSES","ACCIDENT",5289,19,"mardi",00:24:30.0,24.5
"2018",3357983,2018,1,"COURNEUVE (LA)","SECOURS A PERSONNE",5146,19,"mardi",00:26:57.0,26.95
"2019",7617982,2019,0,"13EME ARRONDISSEMENT","Autres",5209,20,"mardi",00:57:50.0,57.83
"2020",1007982,2020,1,"CRETEIL","SECOURS A PERSONNE",5305,20,"mardi",00:31:04.0,31.07
"2021",1937983,2021,1,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",5365,21,"mardi",00:44:48.0,44.8
"2022",1927983,2022,1,"ISSY-LES-MOULINEAUX","SECOURS A PERSONNE",5331,21,"mardi",01:18:35.0,78.58
"2023",917983,2023,0,"13EME ARRONDISSEMENT","INCENDIE",5209,21,"mardi",02:44:28.0,164.47
"2024",1457982,2024,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",5343,21,"mardi",00:54:17.0,54.28
"2025",8137982,2025,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",5218,22,"mardi",01:04:00.0,64
"2026",4907982,2026,1,"DUGNY","SECOURS A PERSONNE",5146,22,"mardi",01:10:33.0,70.55
"2027",2107982,2027,0,"17EME ARRONDISSEMENT","INCENDIE",5247,22,"mardi",00:30:19.0,30.32
"2028",3097983,2028,1,"NEUILLY-SUR-SEINE","SECOURS A PERSONNE",5097,22,"mardi",01:04:04.0,64.07
"2029",1997983,2029,1,"9EME ARRONDISSEMENT","SECOURS A PERSONNE",5141,23,"mardi",00:39:41.0,39.68
"2030",6647982,2030,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",5349,23,"mardi",00:45:56.0,45.93
"2031",2907982,2031,1,"NOISY-LE-GRAND","SECOURS A PERSONNE",5253,0,"mercredi",01:05:11.0,65.18
"2032",2927982,2032,1,"MONTREUIL","SECOURS A PERSONNE",5179,0,"mercredi",01:19:42.0,79.7
"2033",3297982,2033,0,"CLICHY-SOUS-BOIS","Autres",5300,1,"mercredi",00:18:11.0,18.18
"2034",3357982,2034,0,"16EME ARRONDISSEMENT","Autres",5254,1,"mercredi",00:59:59.0,59.98
"2035",3397982,2035,0,"1ER ARRONDISSEMENT","Autres",5149,2,"mercredi",00:14:47.0,14.78
"2036",6697982,2036,0,"CHEVILLY-LARUE","Autres",5169,2,"mercredi",00:22:40.0,22.67
"2037",5797982,2037,1,"VILLENEUVE-LA-GARENNE","SECOURS A PERSONNE",5089,3,"mercredi",00:53:24.0,53.4
"2038",2087983,2038,1,"VILLENEUVE-SAINT-GEORGES","SECOURS A PERSONNE",5305,4,"mercredi",01:51:54.0,111.9
"2039",3807982,2039,1,"18EME ARRONDISSEMENT","SECOURS A PERSONNE",5344,4,"mercredi",00:19:52.0,19.87
"2040",6737982,2040,1,"6EME ARRONDISSEMENT","SECOURS A PERSONNE",5149,4,"mercredi",00:42:11.0,42.18
"2041",5747983,2041,1,"9EME ARRONDISSEMENT","SECOURS A PERSONNE",5346,7,"mercredi",01:09:13.0,69.22
"2042",8307983,2042,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",5338,7,"mercredi",00:46:04.0,46.07
"2043",2827989,2043,0,"SAINT-CLOUD","SECOURS A PERSONNE",3854,19,"vendredi",00:59:47.5,59.79
"2044",5317987,2044,0,"MAISONS-ALFORT","SECOURS A PERSONNE",3878,12,"vendredi",00:59:47.5,59.79
"2045",4127988,2045,0,"SEVRAN","SECOURS A PERSONNE",3882,18,"vendredi",00:59:47.5,59.79
"2046",5527987,2046,1,"CLICHY","SECOURS A PERSONNE",3891,12,"vendredi",00:54:28.0,54.47
"2047",2607989,2047,1,"COURNEUVE (LA)","SECOURS A PERSONNE",3892,14,"vendredi",02:12:58.0,132.97
"2048",8847988,2048,1,"SAINT-MAUR-DES-FOSSES","ACCIDENT",3893,15,"vendredi",01:51:14.0,111.23
"2049",8987988,2049,1,"VILLENEUVE-SAINT-GEORGES","SECOURS A PERSONNE",3899,18,"vendredi",00:46:22.0,46.37
"2050",3197989,2050,0,"CHOISY-LE-ROI","SECOURS A PERSONNE",3899,5,"samedi",01:04:29.0,64.48
"2051",37989,2051,0,"BOBIGNY","INCENDIE",3977,5,"samedi",02:29:46.0,149.77
"2052",1047989,2052,0,"20EME ARRONDISSEMENT","INCENDIE",3997,2,"samedi",01:37:27.0,97.45
"2053",9947988,2053,1,"3EME ARRONDISSEMENT","SECOURS A PERSONNE",4003,22,"vendredi",01:14:35.0,74.58
"2054",2237989,2054,1,"NEUILLY-SUR-SEINE","SECOURS A PERSONNE",4005,11,"vendredi",00:36:03.0,36.05
"2055",6437987,2055,1,"CHATILLON","SECOURS A PERSONNE",4007,15,"vendredi",00:40:52.0,40.87
"2056",7127988,2056,1,"CHATILLON","SECOURS A PERSONNE",4007,11,"vendredi",01:39:05.0,99.08
"2057",17989,2057,1,"ROSNY-SOUS-BOIS","SECOURS A PERSONNE",4008,1,"samedi",00:49:11.0,49.18
"2058",1327989,2058,1,"NEUILLY-SUR-MARNE","SECOURS A PERSONNE",4008,7,"vendredi",01:41:12.0,101.2
"2059",5127988,2059,1,"BONDY","SECOURS A PERSONNE",4041,15,"vendredi",01:01:33.0,61.55
"2060",827988,2060,1,"PAVILLONS-SOUS-BOIS (LES)","SECOURS A PERSONNE",4041,1,"samedi",01:37:28.0,97.47
"2061",5807987,2061,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",4042,12,"vendredi",01:15:27.0,75.45
"2062",2547988,2062,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4044,15,"vendredi",01:35:40.0,95.67
"2063",6747988,2063,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4044,2,"samedi",00:42:05.0,42.08
"2064",6707988,2064,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",4045,14,"vendredi",01:13:54.0,73.9
"2065",3197988,2065,1,"ARCUEIL","SECOURS A PERSONNE",4051,20,"vendredi",01:45:12.0,105.2
"2066",5197987,2066,1,"STAINS","SECOURS A PERSONNE",4052,11,"vendredi",01:23:26.0,83.43
"2067",5687988,2067,1,"17EME ARRONDISSEMENT","SECOURS A PERSONNE",4056,10,"vendredi",02:36:24.0,156.4
"2068",4617988,2068,1,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",4064,19,"vendredi",01:09:19.0,69.32
"2069",1957990,2069,0,"BLANC-MESNIL (LE)","SECOURS A PERSONNE",4065,6,"samedi",22:11:41.0,1331.68
"2070",7347988,2070,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",4066,15,"vendredi",00:57:16.0,57.27
"2071",1037989,2071,0,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4066,2,"samedi",22:11:31.0,1331.52
"2072",8107988,2072,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",4068,19,"vendredi",00:43:26.0,43.43
"2073",9837988,2073,1,"BAGNOLET","SECOURS A PERSONNE",4081,19,"vendredi",01:17:04.0,77.07
"2074",3027989,2074,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",4081,2,"samedi",01:37:51.0,97.85
"2075",1417991,2075,1,"SAINT-DENIS","SECOURS A PERSONNE",4203,5,"samedi",00:47:31.0,47.52
"2076",7177987,2076,1,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",4204,16,"vendredi",01:01:39.0,61.65
"2077",9047987,2077,0,"SAINT-OUEN","SECOURS A PERSONNE",4205,21,"vendredi",00:29:03.0,29.05
"2078",3927988,2078,1,"CHOISY-LE-ROI","SECOURS A PERSONNE",4207,13,"vendredi",01:30:20.0,90.33
"2079",8157990,2079,1,"9EME ARRONDISSEMENT","SECOURS A PERSONNE",4208,5,"samedi",00:25:44.0,25.73
"2080",5087988,2080,0,"18EME ARRONDISSEMENT","Autres",4208,14,"vendredi",00:22:16.0,22.27
"2081",9307988,2081,1,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",4208,8,"vendredi",00:12:00.0,12
"2082",9647987,2082,1,"ALFORTVILLE","SECOURS A PERSONNE",4212,22,"vendredi",00:55:13.0,55.22
"2083",6297987,2083,1,"THIAIS","SECOURS A PERSONNE",4221,14,"vendredi",00:51:04.0,51.07
"2084",3197989,2084,0,"CHOISY-LE-ROI","SECOURS A PERSONNE",4221,5,"samedi",00:38:13.0,38.22
"2085",917988,2085,1,"MONTFERMEIL","SECOURS A PERSONNE",4231,1,"samedi",01:08:24.0,68.4
"2086",3797988,2086,1,"10EME ARRONDISSEMENT","SECOURS A PERSONNE",4232,11,"vendredi",00:59:02.0,59.03
"2087",8827987,2087,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",4234,20,"vendredi",01:53:29.0,113.48
"2088",1717988,2088,1,"FRESNES","ACCIDENT",4239,8,"vendredi",01:39:41.0,99.68
"2089",5747988,2089,0,"ALFORTVILLE","Autres",4246,12,"vendredi",00:29:45.0,29.75
"2090",957989,2090,0,"CHOISY-LE-ROI","SECOURS A PERSONNE",4274,22,"vendredi",22:11:30.0,1331.5
"2091",2017988,2091,1,"SURESNES","SECOURS A PERSONNE",4287,18,"vendredi",00:48:05.0,48.08
"2092",9137987,2092,0,"13EME ARRONDISSEMENT","INCENDIE",4288,21,"vendredi",00:56:15.0,56.25
"2093",37989,2093,0,"BOBIGNY","INCENDIE",4302,4,"samedi",05:37:31.0,337.52
"2094",5507987,2094,0,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",4400,12,"vendredi",01:19:31.0,79.52
"2095",8527988,2095,0,"COURBEVOIE","INCENDIE",4587,7,"vendredi",22:11:28.0,1331.47
"2096",9057988,2096,0,"GAGNY","Autres",4602,10,"vendredi",00:37:18.0,37.3
"2097",4357988,2097,0,"IVRY-SUR-SEINE","SECOURS A PERSONNE",4652,22,"vendredi",00:49:28.0,49.47
"2098",9837987,2098,0,"SAINT-DENIS","Autres",4687,22,"vendredi",00:02:03.0,2.05
"2099",7847988,2099,0,"19EME ARRONDISSEMENT","Autres",4691,23,"vendredi",00:30:45.0,30.75
"2100",1957988,2100,0,"15EME ARRONDISSEMENT","SECOURS A PERSONNE",4698,16,"vendredi",00:36:29.0,36.48
"2101",37989,2101,0,"BOBIGNY","INCENDIE",4718,5,"samedi",02:40:15.0,160.25
"2102",7927988,2102,0,"1ER ARRONDISSEMENT","ACCIDENT",4961,4,"samedi",00:48:43.0,48.72
"2103",8167990,2103,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",4963,5,"samedi",01:10:15.0,70.25
"2104",2557988,2104,1,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",4965,15,"vendredi",01:03:45.0,63.75
"2105",1527989,2105,1,"10EME ARRONDISSEMENT","SECOURS A PERSONNE",5005,12,"vendredi",01:42:15.0,102.25
"2106",5507988,2106,0,"AULNAY-SOUS-BOIS","Autres",5006,21,"vendredi",00:25:05.0,25.08
"2107",2427989,2107,1,"10EME ARRONDISSEMENT","SECOURS A PERSONNE",5084,9,"vendredi",00:32:57.0,32.95
"2108",2937989,2108,1,"10EME ARRONDISSEMENT","SECOURS A PERSONNE",5084,0,"vendredi",01:03:49.0,63.82
"2109",5597987,2109,1,"CHAMPIGNY-SUR-MARNE","ACCIDENT",5087,12,"vendredi",00:46:46.0,46.77
"2110",5007988,2110,1,"GENNEVILLIERS","SECOURS A PERSONNE",5089,12,"vendredi",00:56:38.0,56.63
"2111",8357988,2111,0,"GENNEVILLIERS","Autres",5089,0,"samedi",00:21:35.0,21.58
"2112",2307989,2112,1,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",5097,3,"samedi",00:34:18.0,34.3
"2113",7147988,2113,1,"MEUDON","SECOURS A PERSONNE",5137,12,"vendredi",01:14:36.0,74.6
"2114",6247988,2114,1,"PLESSIS-ROBINSON (LE)","SECOURS A PERSONNE",5137,2,"samedi",00:40:05.0,40.08
"2115",4617987,2115,0,"8EME ARRONDISSEMENT","SECOURS A PERSONNE",5141,9,"vendredi",00:34:46.0,34.77
"2116",9657988,2116,1,"4EME ARRONDISSEMENT","ACCIDENT",5144,15,"vendredi",00:45:38.0,45.63
"2117",5617988,2117,0,"SAINT-OUEN","Autres",5145,4,"samedi",00:30:13.0,30.22
"2118",4297988,2118,1,"CLICHY","SECOURS A PERSONNE",5145,21,"vendredi",00:52:33.0,52.55
"2119",3557988,2119,0,"SAINT-DENIS","ACCIDENT",5145,17,"vendredi",00:47:11.0,47.18
"2120",6947988,2120,1,"DRANCY","ACCIDENT",5146,8,"vendredi",00:50:41.0,50.68
"2121",5497988,2121,1,"SAINT-DENIS","SECOURS A PERSONNE",5146,21,"vendredi",00:41:41.0,41.68
"2122",2027989,2122,1,"9EME ARRONDISSEMENT","SECOURS A PERSONNE",5149,1,"samedi",01:40:18.0,100.3
"2123",9777987,2123,1,"2EME ARRONDISSEMENT","SECOURS A PERSONNE",5149,22,"vendredi",02:09:04.0,129.07
"2124",5797987,2124,1,"CHENNEVIERES-SUR-MARNE","SECOURS A PERSONNE",5154,12,"vendredi",01:17:19.0,77.32
"2125",47989,2125,1,"CHATILLON","SECOURS A PERSONNE",5155,12,"vendredi",01:12:52.0,72.87
"2126",6417988,2126,1,"MEUDON","SECOURS A PERSONNE",5176,10,"vendredi",01:21:44.0,81.73
"2127",5027988,2127,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5178,12,"vendredi",01:39:50.0,99.83
"2128",8227988,2128,0,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5178,20,"vendredi",00:23:36.0,23.6
"2129",2017989,2129,1,"MONTREUIL","SECOURS A PERSONNE",5179,1,"samedi",00:30:24.0,30.4
"2130",6167987,2130,1,"MONTREUIL","SECOURS A PERSONNE",5179,13,"vendredi",02:17:23.0,137.38
"2131",5137987,2131,0,"18EME ARRONDISSEMENT","Autres",5195,11,"vendredi",00:58:27.0,58.45
"2132",9177988,2132,0,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5209,2,"samedi",00:40:11.0,40.18
"2133",1777988,2133,0,"MEUDON","Autres",5215,10,"vendredi",00:59:47.5,59.79
"2134",7787988,2134,1,"VILLEPINTE","SECOURS A PERSONNE",5216,22,"vendredi",00:34:24.0,34.4
"2135",7957987,2135,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",5218,18,"vendredi",01:36:05.0,96.08
"2136",1857989,2136,1,"PANTIN","SECOURS A PERSONNE",5219,18,"vendredi",02:14:22.0,134.37
"2137",5367987,2137,1,"CHOISY-LE-ROI","SECOURS A PERSONNE",5221,12,"vendredi",01:01:47.0,61.78
"2138",9177988,2138,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5224,3,"samedi",00:38:52.0,38.87
"2139",397989,2139,1,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",5224,11,"vendredi",00:47:24.0,47.4
"2140",7987988,2140,1,"12EME ARRONDISSEMENT","ACCIDENT",5226,14,"vendredi",01:11:33.0,71.55
"2141",1117989,2141,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",5226,20,"vendredi",00:43:46.0,43.77
"2142",6517987,2142,0,"DRANCY","SECOURS A PERSONNE",5240,15,"vendredi",01:40:49.0,100.82
"2143",1607988,2143,0,"16EME ARRONDISSEMENT","Autres",5249,4,"samedi",00:22:12.0,22.2
"2144",5057985,2144,0,"AUBERVILLIERS","INCENDIE",5252,22,"jeudi",01:04:56.0,64.93
"2145",8887988,2145,0,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",5256,15,"vendredi",00:29:12.0,29.2
"2146",8287988,2146,1,"SAINT-MAUR-DES-FOSSES","SECOURS A PERSONNE",5289,22,"vendredi",01:28:58.0,88.97
"2147",5257988,2147,1,"2EME ARRONDISSEMENT","SECOURS A PERSONNE",5293,17,"vendredi",00:43:58.0,43.97
"2148",9107988,2148,1,"GENNEVILLIERS","SECOURS A PERSONNE",5303,17,"vendredi",01:26:54.0,86.9
"2149",1877988,2149,1,"COURBEVOIE","Autres",5303,13,"vendredi",01:05:55.0,65.92
"2150",2257988,2150,1,"CRETEIL","SECOURS A PERSONNE",5305,2,"samedi",00:35:06.0,35.1
"2151",8087988,2151,1,"MAISONS-ALFORT","SECOURS A PERSONNE",5305,18,"vendredi",01:07:11.0,67.18
"2152",37989,2152,0,"BOBIGNY","INCENDIE",5325,5,"samedi",03:57:45.0,237.75
"2153",8057988,2153,1,"VILLE-D'AVRAY","SECOURS A PERSONNE",5330,16,"vendredi",00:53:31.0,53.52
"2154",4037988,2154,0,"ISSY-LES-MOULINEAUX","SECOURS A PERSONNE",5331,16,"vendredi",01:30:09.0,90.15
"2155",8207987,2155,1,"AULNAY-SOUS-BOIS","SECOURS A PERSONNE",5337,19,"vendredi",01:02:45.0,62.75
"2156",4407988,2156,1,"7EME ARRONDISSEMENT","SECOURS A PERSONNE",5338,0,"samedi",00:23:29.0,23.48
"2157",5057987,2157,1,"6EME ARRONDISSEMENT","SECOURS A PERSONNE",5338,10,"vendredi",01:10:09.0,70.15
"2158",5317988,2158,1,"18EME ARRONDISSEMENT","SECOURS A PERSONNE",5344,18,"vendredi",00:34:50.0,34.83
"2159",5607988,2159,1,"17EME ARRONDISSEMENT","SECOURS A PERSONNE",5344,4,"samedi",01:07:14.0,67.23
"2160",1707988,2160,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",5345,8,"vendredi",01:59:44.0,119.73
"2161",4107988,2161,1,"MONTREUIL","SECOURS A PERSONNE",5348,17,"vendredi",01:12:04.0,72.07
"2162",3427988,2162,1,"12EME ARRONDISSEMENT","SECOURS A PERSONNE",5349,2,"samedi",00:38:49.0,38.82
"2163",407989,2163,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",5349,11,"vendredi",00:56:29.0,56.48
"2164",427988,2164,1,"5EME ARRONDISSEMENT","SECOURS A PERSONNE",5350,0,"vendredi",00:58:24.0,58.4
"2165",7377987,2165,1,"PERREUX-SUR-MARNE (LE)","SECOURS A PERSONNE",5352,17,"vendredi",01:18:16.0,78.27
"2166",9147988,2166,1,"NANTERRE","SECOURS A PERSONNE",5358,20,"vendredi",01:24:17.0,84.28
"2167",7507988,2167,1,"BLANC-MESNIL (LE)","ACCIDENT",5359,18,"vendredi",00:48:17.0,48.28
"2168",2297989,2168,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",5360,0,"samedi",00:25:59.0,25.98
"2169",5707987,2169,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",5365,12,"vendredi",00:54:11.0,54.18
"2170",6137987,2170,0,"15EME ARRONDISSEMENT","Autres",5365,13,"vendredi",22:11:16.0,1331.27
"2171",2067989,2171,1,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",5365,3,"samedi",01:01:20.0,61.33
"2172",6817989,2172,0,"6EME ARRONDISSEMENT","Autres",68,18,"samedi",00:59:14.0,59.23
"2173",3277990,2173,1,"RAINCY (LE)","SECOURS A PERSONNE",102,20,"samedi",01:10:36.0,70.6
"2174",927991,2174,0,"18EME ARRONDISSEMENT","Autres",133,1,"dimanche",00:53:34.0,53.57
"2175",5797989,2175,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",180,15,"samedi",00:58:26.0,58.43
"2176",9277990,2176,0,"HAY-LES-ROSES (L')","ACCIDENT",395,22,"samedi",00:33:40.0,33.67
"2177",817991,2177,1,"CACHAN","SECOURS A PERSONNE",409,21,"samedi",00:56:34.0,56.57
"2178",2777992,2178,0,"BONDY","INCENDIE",496,5,"dimanche",05:14:32.0,314.53
"2179",9747989,2179,0,"FONTENAY-SOUS-BOIS","Autres",515,1,"dimanche",00:24:41.0,24.68
"2180",237990,2180,0,"SAINT-DENIS","ACCIDENT",610,3,"dimanche",00:57:39.0,57.65
"2181",8207990,2181,1,"TREMBLAY-EN-FRANCE","SECOURS A PERSONNE",706,8,"samedi",03:20:42.0,200.7
"2182",757991,2182,0,"9EME ARRONDISSEMENT","Autres",727,20,"samedi",00:37:54.0,37.9
"2183",5547990,2183,0,"13EME ARRONDISSEMENT","Autres",763,21,"samedi",00:24:18.0,24.3
"2184",4377990,2184,0,"SAINT-DENIS","Autres",1077,18,"samedi",04:46:57.0,286.95
"2185",7637989,2185,0,"CLICHY","Autres",1279,20,"samedi",00:07:26.0,7.43
"2186",8147990,2186,0,"TREMBLAY-EN-FRANCE","ACCIDENT",1313,1,"dimanche",00:59:47.5,59.79
"2187",1367990,2187,1,"SAINT-DENIS","SECOURS A PERSONNE",1364,22,"samedi",01:35:58.0,95.97
"2188",6937989,2188,1,"5EME ARRONDISSEMENT","SECOURS A PERSONNE",1430,18,"samedi",00:24:57.0,24.95
"2189",4177990,2189,0,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",1527,13,"samedi",00:01:12.0,1.2
"2190",8777989,2190,0,"EPINAY-SUR-SEINE","SECOURS A PERSONNE",1548,22,"samedi",00:59:47.5,59.79
"2191",4287989,2191,0,"NOISY-LE-GRAND","SECOURS A PERSONNE",1548,11,"samedi",00:59:47.5,59.79
"2192",3767989,2192,0,"ALFORTVILLE","ACCIDENT",1558,8,"samedi",00:59:47.5,59.79
"2193",6557989,2193,1,"ROISSY-EN-FRANCE","SECOURS A PERSONNE",1571,17,"samedi",00:41:27.0,41.45
"2194",5297990,2194,1,"9EME ARRONDISSEMENT","SECOURS A PERSONNE",1677,14,"samedi",01:30:56.0,90.93
"2195",1507991,2195,0,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",2284,9,"samedi",22:11:51.0,1331.85
"2196",8897990,2196,0,"19EME ARRONDISSEMENT","Autres",2285,3,"dimanche",00:05:43.0,5.72
"2197",4177990,2197,0,"19EME ARRONDISSEMENT","SECOURS A PERSONNE",2285,14,"samedi",00:52:21.0,52.35
"2198",717991,2198,0,"NANTERRE","SECOURS A PERSONNE",2288,18,"samedi",01:15:15.0,75.25
"2199",4007989,2199,0,"CHATILLON","Autres",2292,10,"samedi",22:11:34.0,1331.57
"2200",957991,2200,0,"SAINT-DENIS","INCENDIE",2296,2,"dimanche",01:36:30.0,96.5
"2201",1207991,2201,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",2301,19,"samedi",01:31:16.0,91.27
"2202",1277991,2202,1,"MONTREUIL","SECOURS A PERSONNE",2307,18,"samedi",01:19:01.0,79.02
"2203",5037989,2203,1,"THIAIS","SECOURS A PERSONNE",2315,13,"samedi",01:12:57.0,72.95
"2204",5247989,2204,0,"GENNEVILLIERS","ACCIDENT",2318,13,"samedi",00:50:13.0,50.22
"2205",3217990,2205,1,"11EME ARRONDISSEMENT","SECOURS A PERSONNE",2321,19,"samedi",01:19:05.0,79.08
"2206",5457990,2206,0,"MONTROUGE","Autres",2359,17,"samedi",00:15:24.0,15.4
"2207",2197991,2207,1,"BONDY","SECOURS A PERSONNE",2360,2,"dimanche",00:24:45.0,24.75
"2208",9167990,2208,0,"16EME ARRONDISSEMENT","Autres",2367,20,"samedi",22:11:49.0,1331.82
"2209",1827991,2209,0,"17EME ARRONDISSEMENT","Autres",2385,17,"samedi",00:00:40.0,0.67
"2210",677990,2210,1,"3EME ARRONDISSEMENT","SECOURS A PERSONNE",2389,4,"dimanche",00:50:21.0,50.35
"2211",2097991,2211,1,"SAINT-DENIS","SECOURS A PERSONNE",2391,23,"samedi",00:25:02.0,25.03
"2212",1037991,2212,1,"1ER ARRONDISSEMENT","SECOURS A PERSONNE",2398,4,"dimanche",01:08:31.0,68.52
"2213",6077989,2213,1,"VILLIERS-SUR-MARNE","SECOURS A PERSONNE",2403,16,"samedi",00:51:58.0,51.97
"2214",5817990,2214,1,"14EME ARRONDISSEMENT","SECOURS A PERSONNE",2406,10,"samedi",01:09:01.0,69.02
"2215",9227990,2215,1,"20EME ARRONDISSEMENT","SECOURS A PERSONNE",2407,20,"samedi",01:04:07.0,64.12
"2216",8337990,2216,0,"13EME ARRONDISSEMENT","Autres",2426,12,"samedi",00:23:44.0,23.73
"2217",297991,2217,0,"CRETEIL","INCENDIE",2447,10,"samedi",00:53:58.0,53.97
"2218",3297990,2218,1,"BLANC-MESNIL (LE)","SECOURS A PERSONNE",2461,20,"samedi",00:50:28.0,50.47
"2219",847991,2219,0,"VINCENNES","SECOURS A PERSONNE",2489,22,"samedi",00:25:34.0,25.57
"2220",1827991,2220,0,"17EME ARRONDISSEMENT","Autres",2500,17,"samedi",00:01:00.0,1
"2221",6157990,2221,1,"15EME ARRONDISSEMENT","ACCIDENT",2524,10,"samedi",01:48:33.0,108.55
"2222",6537989,2222,1,"16EME ARRONDISSEMENT","SECOURS A PERSONNE",2551,17,"samedi",01:37:37.0,97.62
"2223",4077989,2223,1,"7EME ARRONDISSEMENT","SECOURS A PERSONNE",2581,10,"samedi",00:44:37.0,44.62
"2224",807991,2224,1,"7EME ARRONDISSEMENT","SECOURS A PERSONNE",2581,21,"samedi",00:40:42.0,40.7
"2225",8127990,2225,1,"13EME ARRONDISSEMENT","SECOURS A PERSONNE",2582,16,"samedi",00:31:27.0,31.45
"2226",4997989,2226,1,"KREMLIN-BICETRE (LE)","SECOURS A PERSONNE",2582,13,"samedi",00:44:10.0,44.17
"2227",3697989,2227,1,"18EME ARRONDISSEMENT","SECOURS A PERSONNE",2585,8,"samedi",00:30:53.0,30.88
"2228",3347990,2228,1,"CHATILLON","SECOURS A PERSONNE",2587,22,"samedi",00:36:36.0,36.6
"2229",9577990,2229,0,"13EME ARRONDISSEMENT","Autres",2587,10,"samedi",00:41:39.0,41.65
"2230",287990,2230,1,"2EME ARRONDISSEMENT","SECOURS A PERSONNE",2599,2,"dimanche",01:01:25.0,61.42
"2231",6697989,2231,0,"2EME ARRONDISSEMENT","Autres",2599,18,"samedi",00:24:06.0,24.1
"2232",9717989,2232,0,"8EME ARRONDISSEMENT","Autres",2601,0,"dimanche",00:12:11.0,12.18
"2233",7627990,2233,0,"AULNAY-SOUS-BOIS","INCENDIE",2611,17,"samedi",22:11:47.0,1331.78
"2234",7367990,2234,1,"RUEIL-MALMAISON","SECOURS A PERSONNE",2618,13,"samedi",00:40:44.0,40.73
